"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2016,"Brockville, Ontario","3507015","Emergency shelter","General (all)",0,0
2016,"Brockville, Ontario","3507015","Emergency shelter","General (men)",0,0
2016,"Brockville, Ontario","3507015","Emergency shelter","General (women)",0,0
2016,"Brockville, Ontario","3507015","Emergency shelter","Total",0,0
2016,"Brockville, Ontario","3507015","Emergency shelter","Youth",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","Family",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","General (all)",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","General (men)",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","General (women)",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","Total",0,0
2016,"Brockville, Ontario","3507015","Transitional housing","Youth",0,0
2016,"Brooks, Alberta","4802034","Domestic violence shelter","General (women)",1,10
2016,"Brooks, Alberta","4802034","Domestic violence shelter","Total",1,10
2016,"Brooks, Alberta","4802034","Emergency shelter","Family",0,0
2016,"Brooks, Alberta","4802034","Emergency shelter","General (all)",0,0
2016,"Brooks, Alberta","4802034","Emergency shelter","General (men)",0,0
2016,"Brooks, Alberta","4802034","Emergency shelter","General (women)",0,0
2016,"Brooks, Alberta","4802034","Emergency shelter","Total",0,0
2016,"Brooks, Alberta","4802034","Emergency shelter","Youth",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","Family",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","General (all)",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","General (men)",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","General (women)",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","Total",0,0
2016,"Brooks, Alberta","4802034","Transitional housing","Youth",0,0
2016,"Burlington, Ontario","3524002","Domestic violence shelter","General (women)",1,30
2016,"Burlington, Ontario","3524002","Domestic violence shelter","Total",1,30
2016,"Burlington, Ontario","3524002","Emergency shelter","Family",0,0
2016,"Burlington, Ontario","3524002","Emergency shelter","General (all)",0,0
2016,"Burlington, Ontario","3524002","Emergency shelter","General (men)",0,0
2016,"Burlington, Ontario","3524002","Emergency shelter","General (women)",0,0
2016,"Burlington, Ontario","3524002","Emergency shelter","Total",0,0
2016,"Burlington, Ontario","3524002","Emergency shelter","Youth",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","Family",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","General (all)",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","General (men)",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","General (women)",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","Total",0,0
2016,"Burlington, Ontario","3524002","Transitional housing","Youth",0,0
2016,"Burnaby, British Columbia","5915025","Domestic violence shelter","General (women)",2,14
2016,"Burnaby, British Columbia","5915025","Domestic violence shelter","Total",2,14
2016,"Burnaby, British Columbia","5915025","Emergency shelter","Family",0,0
2016,"Burnaby, British Columbia","5915025","Emergency shelter","General (all)",0,0
2016,"Burnaby, British Columbia","5915025","Emergency shelter","General (men)",0,0
2016,"Burnaby, British Columbia","5915025","Emergency shelter","General (women)",0,0
2016,"Burnaby, British Columbia","5915025","Emergency shelter","Total",0,0
2016,"Burnaby, British Columbia","5915025","Emergency shelter","Youth",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","Family",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","General (all)",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","General (men)",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","General (women)",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","Total",0,0
2016,"Burnaby, British Columbia","5915025","Transitional housing","Youth",0,0
2016,"Burns Lake, British Columbia","5951022","Domestic violence shelter","General (women)",1,6
2016,"Burns Lake, British Columbia","5951022","Domestic violence shelter","Total",1,6
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","Family",0,0
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","General (all)",0,0
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","General (men)",0,0
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","General (women)",0,0
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","Total",0,0
2016,"Burns Lake, British Columbia","5951022","Emergency shelter","Youth",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","Family",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","General (all)",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","General (men)",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","General (women)",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","Total",0,0
2016,"Burns Lake, British Columbia","5951022","Transitional housing","Youth",0,0
2016,"Calgary, Alberta","4806016","Domestic violence shelter","General (women)",6,224
2016,"Calgary, Alberta","4806016","Domestic violence shelter","Total",6,224
2016,"Calgary, Alberta","4806016","Emergency shelter","Family",1,60
2016,"Calgary, Alberta","4806016","Emergency shelter","General (all)",5,1746
2016,"Calgary, Alberta","4806016","Emergency shelter","General (men)",1,90
2016,"Calgary, Alberta","4806016","Emergency shelter","General (women)",2,18
2016,"Calgary, Alberta","4806016","Emergency shelter","Total",12,1959
2016,"Calgary, Alberta","4806016","Emergency shelter","Youth",3,45
2016,"Calgary, Alberta","4806016","Transitional housing","Family",1,96
2016,"Calgary, Alberta","4806016","Transitional housing","General (all)",4,65
2016,"Calgary, Alberta","4806016","Transitional housing","General (men)",1,125
2016,"Calgary, Alberta","4806016","Transitional housing","General (women)",2,131
2016,"Calgary, Alberta","4806016","Transitional housing","Total",13,451
2016,"Calgary, Alberta","4806016","Transitional housing","Youth",5,34
2016,"Cambridge Bay, Nunavut","6208073","Domestic violence shelter","General (women)",1,6
2016,"Cambridge Bay, Nunavut","6208073","Domestic violence shelter","Total",1,6
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","Family",0,0
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","General (all)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","General (men)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","General (women)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","Total",0,0
2016,"Cambridge Bay, Nunavut","6208073","Emergency shelter","Youth",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","Family",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","General (all)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","General (men)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","General (women)",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","Total",0,0
2016,"Cambridge Bay, Nunavut","6208073","Transitional housing","Youth",0,0
2016,"Cambridge, Ontario","3530010","Domestic violence shelter","General (women)",1,30
2016,"Cambridge, Ontario","3530010","Domestic violence shelter","Total",1,30
2016,"Cambridge, Ontario","3530010","Emergency shelter","Family",0,0
2016,"Cambridge, Ontario","3530010","Emergency shelter","General (all)",1,40
2016,"Cambridge, Ontario","3530010","Emergency shelter","General (men)",0,0
2016,"Cambridge, Ontario","3530010","Emergency shelter","General (women)",0,0
2016,"Cambridge, Ontario","3530010","Emergency shelter","Total",3,60
2016,"Cambridge, Ontario","3530010","Emergency shelter","Youth",2,20
2016,"Cambridge, Ontario","3530010","Transitional housing","Family",0,0
2016,"Cambridge, Ontario","3530010","Transitional housing","General (all)",1,5
2016,"Cambridge, Ontario","3530010","Transitional housing","General (men)",1,9
2016,"Cambridge, Ontario","3530010","Transitional housing","General (women)",0,0
2016,"Cambridge, Ontario","3530010","Transitional housing","Total",3,19
2016,"Cambridge, Ontario","3530010","Transitional housing","Youth",1,5
2016,"Campbell River, British Columbia","5924034","Domestic violence shelter","General (women)",1,20
2016,"Campbell River, British Columbia","5924034","Domestic violence shelter","Total",1,20
2016,"Campbell River, British Columbia","5924034","Emergency shelter","Family",0,0
2016,"Campbell River, British Columbia","5924034","Emergency shelter","General (all)",1,22
2016,"Campbell River, British Columbia","5924034","Emergency shelter","General (men)",0,0
2016,"Campbell River, British Columbia","5924034","Emergency shelter","General (women)",0,0
2016,"Campbell River, British Columbia","5924034","Emergency shelter","Total",1,22
2016,"Campbell River, British Columbia","5924034","Emergency shelter","Youth",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","Family",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","General (all)",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","General (men)",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","General (women)",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","Total",0,0
2016,"Campbell River, British Columbia","5924034","Transitional housing","Youth",0,0
2016,"Campbellton, New Brunswick","1314014","Domestic violence shelter","General (women)",1,9
2016,"Campbellton, New Brunswick","1314014","Domestic violence shelter","Total",1,9
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","Family",0,0
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","General (all)",0,0
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","General (men)",0,0
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","General (women)",0,0
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","Total",0,0
2016,"Campbellton, New Brunswick","1314014","Emergency shelter","Youth",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","Family",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","General (all)",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","General (men)",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","General (women)",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","Total",0,0
2016,"Campbellton, New Brunswick","1314014","Transitional housing","Youth",0,0
2016,"Camrose, Alberta","4810011","Domestic violence shelter","General (women)",1,22
2016,"Camrose, Alberta","4810011","Domestic violence shelter","Total",1,22
2016,"Camrose, Alberta","4810011","Emergency shelter","Family",0,0
2016,"Camrose, Alberta","4810011","Emergency shelter","General (all)",0,0
2016,"Camrose, Alberta","4810011","Emergency shelter","General (men)",0,0
2016,"Camrose, Alberta","4810011","Emergency shelter","General (women)",0,0
2016,"Camrose, Alberta","4810011","Emergency shelter","Total",0,0
2016,"Camrose, Alberta","4810011","Emergency shelter","Youth",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","Family",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","General (all)",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","General (men)",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","General (women)",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","Total",0,0
2016,"Camrose, Alberta","4810011","Transitional housing","Youth",0,0
2016,"Canada","1","Domestic violence shelter","General (women)",455,6749
2016,"Canada","1","Domestic violence shelter","Total",455,6749
2016,"Canada","1","Emergency shelter","Family",32,1720
2016,"Canada","1","Emergency shelter","General (all)",130,5535
2016,"Canada","1","Emergency shelter","General (men)",71,4527
2016,"Canada","1","Emergency shelter","General (women)",70,2091
2016,"Canada","1","Emergency shelter","Total",401,15409
2016,"Canada","1","Emergency shelter","Youth",98,1536
2016,"Canada","1","Transitional housing","Family",17,689
2016,"Canada","1","Transitional housing","General (all)",89,2810
2016,"Canada","1","Transitional housing","General (men)",59,1654
2016,"Canada","1","Transitional housing","General (women)",36,638
2016,"Canada","1","Transitional housing","Total",286,6816
2016,"Canada","1","Transitional housing","Youth",85,1025
2016,"Cap-De-La-Madeleine, Quebec",NA,"Domestic violence shelter","General (women)",1,12
2016,"Cap-De-La-Madeleine, Quebec",NA,"Domestic violence shelter","Total",1,12
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","Family",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","General (all)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","General (men)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","General (women)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","Total",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Emergency shelter","Youth",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","Family",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","General (all)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","General (men)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","General (women)",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","Total",0,0
2016,"Cap-De-La-Madeleine, Quebec",NA,"Transitional housing","Youth",0,0
2016,"Cape Dorset, Nunavut","6204007","Domestic violence shelter","General (women)",1,6
2016,"Cape Dorset, Nunavut","6204007","Domestic violence shelter","Total",1,6
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","Family",0,0
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","General (all)",0,0
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","General (men)",0,0
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","General (women)",0,0
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","Total",0,0
2016,"Cape Dorset, Nunavut","6204007","Emergency shelter","Youth",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","Family",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","General (all)",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","General (men)",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","General (women)",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","Total",0,0
2016,"Cape Dorset, Nunavut","6204007","Transitional housing","Youth",0,0
2016,"Carbonear, Newfoundland and Labrador","1001370","Domestic violence shelter","General (women)",1,15
2016,"Carbonear, Newfoundland and Labrador","1001370","Domestic violence shelter","Total",1,15
2016,"Carbonear, Newfoundland and Labrador","1001370","Emergency shelter","Family",0,0
2016,"Carbonear, Newfoundland and Labrador","1001370","Emergency shelter","General (all)",0,0
