"ref_date","geo","dguid","field","value"
"2016/2017","Oshawa","532","Other health, parks, recreation and fitness",6359
"2016/2017","Oshawa","532","Personal, protective and transportation services",6359
"2016/2017","Sault Ste. Marie","590","Total, field of study",6143
"2016/2017","Sault Ste. Marie","590","Visual and performing arts, and communications technologies",6143
"2016/2017","Sault Ste. Marie","590","Humanities",6143
"2016/2017","Sault Ste. Marie","590","Social and behavioural sciences, and legal studies",6143
"2016/2017","Sault Ste. Marie","590","Law",NA
"2016/2017","Sault Ste. Marie","590","Business management and public administration",6143
"2016/2017","Sault Ste. Marie","590","Physical and life sciences and technologies",6143
"2016/2017","Sault Ste. Marie","590","Mathematics, computer and information sciences",6143
"2016/2017","Kitchener-Cambridge-Waterloo","541","Total, field of study",9132
"2016/2017","Kitchener-Cambridge-Waterloo","541","Education",8371
"2016/2017","Kitchener-Cambridge-Waterloo","541","Visual and performing arts, and communications technologies",6582
"2016/2017","Kitchener-Cambridge-Waterloo","541","Humanities",6560
"2016/2017","Kitchener-Cambridge-Waterloo","541","Social and behavioural sciences, and legal studies",6560
"2016/2017","Kitchener-Cambridge-Waterloo","541","Law",NA
"2016/2017","Kitchener-Cambridge-Waterloo","541","Business management and public administration",9769
"2016/2017","Kitchener-Cambridge-Waterloo","541","Physical and life sciences and technologies",6852
"2016/2017","Kitchener-Cambridge-Waterloo","541","Mathematics, computer and information sciences",9836
"2016/2017","Kitchener-Cambridge-Waterloo","541","Engineering",14598
"2016/2017","Kitchener-Cambridge-Waterloo","541","Architecture",8255
"2016/2017","Kitchener-Cambridge-Waterloo","541","Agriculture, natural resources and conservation",7110
"2016/2017","Kitchener-Cambridge-Waterloo","541","Pharmacy",19149
"2016/2017","Kitchener-Cambridge-Waterloo","541","Other health, parks, recreation and fitness",9478
"2016/2017","London","555","Total, field of study",10576
"2016/2017","London","555","Education",7616
"2016/2017","London","555","Visual and performing arts, and communications technologies",6338
"2016/2017","London","555","Humanities",6338
"2016/2017","London","555","Social and behavioural sciences, and legal studies",6341
"2016/2017","London","555","Law",20309
"2016/2017","London","555","Business management and public administration",25652
"2016/2017","London","555","Physical and life sciences and technologies",6343
"2016/2017","London","555","Mathematics, computer and information sciences",6338
"2016/2017","London","555","Engineering",12392
"2016/2017","London","555","Dentistry",35619
"2016/2017","London","555","Medicine",25123
"2016/2017","London","555","Nursing",6338
"2016/2017","London","555","Other health, parks, recreation and fitness",6338
"2016/2017","Barrie","568","Total, field of study",7277
"2016/2017","Barrie","568","Visual and performing arts, and communications technologies",7310
"2016/2017","Barrie","568","Business management and public administration",7988
"2016/2017","Barrie","568","Personal, protective and transportation services",6408
"2016/2017","Manitoba","46","Total, field of study",4099
"2016/2017","Manitoba","46","Education",3606
"2016/2017","Manitoba","46","Visual and performing arts, and communications technologies",3864
"2016/2017","Manitoba","46","Humanities",3539
"2016/2017","Manitoba","46","Social and behavioural sciences, and legal studies",3553
"2016/2017","Manitoba","46","Law",9596
"2016/2017","Manitoba","46","Business management and public administration",4096
"2016/2017","Manitoba","46","Physical and life sciences and technologies",3814
"2016/2017","Manitoba","46","Mathematics, computer and information sciences",3778
"2016/2017","Manitoba","46","Engineering",5506
"2016/2017","Manitoba","46","Architecture",4175
"2016/2017","Manitoba","46","Agriculture, natural resources and conservation",4032
"2016/2017","Manitoba","46","Dentistry",20070
"2016/2017","Manitoba","46","Medicine",NA
"2016/2017","Manitoba","46","Nursing",5052
"2016/2017","Manitoba","46","Pharmacy",7863
"2016/2017","Manitoba","46","Other health, parks, recreation and fitness",3876
"2016/2017","Manitoba","46","Personal, protective and transportation services",3663
"2016/2017","Winnipeg","602","Total, field of study",4140
"2016/2017","Winnipeg","602","Education",3645
"2016/2017","Winnipeg","602","Visual and performing arts, and communications technologies",3914
"2016/2017","Winnipeg","602","Humanities",3524
"2016/2017","Winnipeg","602","Social and behavioural sciences, and legal studies",3560
"2016/2017","Winnipeg","602","Law",9596
"2016/2017","Winnipeg","602","Business management and public administration",4153
"2016/2017","Winnipeg","602","Physical and life sciences and technologies",3828
"2016/2017","Winnipeg","602","Mathematics, computer and information sciences",3792
"2016/2017","Winnipeg","602","Engineering",5506
"2016/2017","Winnipeg","602","Architecture",4175
"2016/2017","Winnipeg","602","Agriculture, natural resources and conservation",4051
"2016/2017","Winnipeg","602","Dentistry",20070
"2016/2017","Winnipeg","602","Medicine",NA
"2016/2017","Winnipeg","602","Nursing",5414
"2016/2017","Winnipeg","602","Pharmacy",7863
"2016/2017","Winnipeg","602","Other health, parks, recreation and fitness",3876
"2016/2017","Winnipeg","602","Personal, protective and transportation services",3663
"2016/2017","Brandon","610","Total, field of study",3509
"2016/2017","Brandon","610","Education",3396
"2016/2017","Brandon","610","Visual and performing arts, and communications technologies",3440
"2016/2017","Brandon","610","Humanities",3336
"2016/2017","Brandon","610","Social and behavioural sciences, and legal studies",3480
"2016/2017","Brandon","610","Business management and public administration",3336
"2016/2017","Brandon","610","Physical and life sciences and technologies",3624
"2016/2017","Brandon","610","Mathematics, computer and information sciences",3624
"2016/2017","Brandon","610","Agriculture, natural resources and conservation",3624
"2016/2017","Brandon","610","Nursing",3690
"2016/2017","The Pas","4621045","Total, field of study",4224
"2016/2017","The Pas","4621045","Education",4377
"2016/2017","The Pas","4621045","Humanities",4672
"2016/2017","The Pas","4621045","Business management and public administration",2188
"2016/2017","Saskatchewan","47","Total, field of study",7042
"2016/2017","Saskatchewan","47","Education",6187
"2016/2017","Saskatchewan","47","Visual and performing arts, and communications technologies",6387
"2016/2017","Saskatchewan","47","Humanities",6035
"2016/2017","Saskatchewan","47","Social and behavioural sciences, and legal studies",5983
"2016/2017","Saskatchewan","47","Law",12624
"2016/2017","Saskatchewan","47","Business management and public administration",7002
"2016/2017","Saskatchewan","47","Physical and life sciences and technologies",6178
"2016/2017","Saskatchewan","47","Mathematics, computer and information sciences",6265
"2016/2017","Saskatchewan","47","Engineering",7305
"2016/2017","Saskatchewan","47","Agriculture, natural resources and conservation",5972
"2016/2017","Saskatchewan","47","Dentistry",32960
"2016/2017","Saskatchewan","47","Medicine",16236
"2016/2017","Saskatchewan","47","Nursing",7154
"2016/2017","Saskatchewan","47","Pharmacy",8456
"2016/2017","Saskatchewan","47","Veterinary medicine",9114
"2016/2017","Saskatchewan","47","Other health, parks, recreation and fitness",6330
"2016/2017","Saskatchewan","47","Personal, protective and transportation services",6195
"2016/2017","Regina","705","Total, field of study",6588
"2016/2017","Regina","705","Education",6382
"2016/2017","Regina","705","Visual and performing arts, and communications technologies",6570
"2016/2017","Regina","705","Humanities",6195
"2016/2017","Regina","705","Social and behavioural sciences, and legal studies",6195
"2016/2017","Regina","705","Business management and public administration",6810
"2016/2017","Regina","705","Physical and life sciences and technologies",6570
"2016/2017","Regina","705","Mathematics, computer and information sciences",6570
"2016/2017","Regina","705","Engineering",6885
"2016/2017","Regina","705","Nursing",6908
"2016/2017","Regina","705","Other health, parks, recreation and fitness",6570
"2016/2017","Regina","705","Personal, protective and transportation services",6195
"2016/2017","Saskatoon","725","Total, field of study",7350
"2016/2017","Saskatoon","725","Education",5955
"2016/2017","Saskatoon","725","Visual and performing arts, and communications technologies",6104
"2016/2017","Saskatoon","725","Humanities",5855
"2016/2017","Saskatoon","725","Social and behavioural sciences, and legal studies",5855
"2016/2017","Saskatoon","725","Law",12624
"2016/2017","Saskatoon","725","Business management and public administration",7230
"2016/2017","Saskatoon","725","Physical and life sciences and technologies",6075
"2016/2017","Saskatoon","725","Mathematics, computer and information sciences",6075
"2016/2017","Saskatoon","725","Engineering",7491
"2016/2017","Saskatoon","725","Agriculture, natural resources and conservation",5972
"2016/2017","Saskatoon","725","Dentistry",32960
"2016/2017","Saskatoon","725","Medicine",16236
"2016/2017","Saskatoon","725","Nursing",7458
"2016/2017","Saskatoon","725","Pharmacy",8456
"2016/2017","Saskatoon","725","Veterinary medicine",9114
"2016/2017","Saskatoon","725","Other health, parks, recreation and fitness",5945
"2016/2017","Alberta","48","Total, field of study",5742
"2016/2017","Alberta","48","Education",5269
"2016/2017","Alberta","48","Visual and performing arts, and communications technologies",4975
"2016/2017","Alberta","48","Humanities",5050
"2016/2017","Alberta","48","Social and behavioural sciences, and legal studies",5247
"2016/2017","Alberta","48","Law",11031
"2016/2017","Alberta","48","Business management and public administration",5868
"2016/2017","Alberta","48","Physical and life sciences and technologies",5320
"2016/2017","Alberta","48","Mathematics, computer and information sciences",5244
"2016/2017","Alberta","48","Engineering",6420
"2016/2017","Alberta","48","Agriculture, natural resources and conservation",5210
"2016/2017","Alberta","48","Dentistry",20184
"2016/2017","Alberta","48","Medicine",13326
"2016/2017","Alberta","48","Nursing",5847
"2016/2017","Alberta","48","Pharmacy",9987
"2016/2017","Alberta","48","Veterinary medicine",10864
"2016/2017","Alberta","48","Other health, parks, recreation and fitness",5165
"2016/2017","Alberta","48","Personal, protective and transportation services",4942
"2016/2017","Edmonton","835","Total, field of study",5836
"2016/2017","Edmonton","835","Education",5321
"2016/2017","Edmonton","835","Visual and performing arts, and communications technologies",5378
"2016/2017","Edmonton","835","Humanities",4956
"2016/2017","Edmonton","835","Social and behavioural sciences, and legal studies",5354
"2016/2017","Edmonton","835","Law",10221
"2016/2017","Edmonton","835","Business management and public administration",5494
"2016/2017","Edmonton","835","Physical and life sciences and technologies",5328
"2016/2017","Edmonton","835","Mathematics, computer and information sciences",5227
"2016/2017","Edmonton","835","Engineering",6385
"2016/2017","Edmonton","835","Agriculture, natural resources and conservation",5321
"2016/2017","Edmonton","835","Dentistry",20184
"2016/2017","Edmonton","835","Medicine",12044
"2016/2017","Edmonton","835","Nursing",6555
"2016/2017","Edmonton","835","Pharmacy",9987
"2016/2017","Edmonton","835","Other health, parks, recreation and fitness",5321
"2016/2017","Calgary","825","Total, field of study",5831
"2016/2017","Calgary","825","Education",5261
