"ref_date","dguid","index","value"
2024,5921804,"Housing",0.0176
2024,5921804,"Transportation",0.1063
2024,5921807,"Transportation",0.1154
2024,5923008,"Housing and transportation",0.3289
2024,5923008,"Housing",0.1666
2024,5923008,"Transportation",0.1623
2024,5923019,"Housing and transportation",0.3372
2024,5923019,"Housing",0.2145
2024,5923019,"Transportation",0.1228
2024,5923025,"Housing and transportation",0.3385
2024,5923025,"Housing",0.2186
2024,5923025,"Transportation",0.1199
2024,5923033,"Transportation",0.1332
2024,5923035,"Housing and transportation",0.227
2024,5923035,"Housing",0.1071
2024,5923035,"Transportation",0.1199
2024,5923037,"Housing and transportation",0.2467
2024,5923037,"Housing",0.1177
2024,5923037,"Transportation",0.129
2024,5923039,"Housing and transportation",0.254
2024,5923039,"Housing",0.1154
2024,5923039,"Transportation",0.1386
2024,5923049,"Housing and transportation",0.2877
2024,5923049,"Housing",0.1411
2024,5923049,"Transportation",0.1466
2024,5923807,"Housing and transportation",0.2006
2024,5923807,"Housing",0.0199
2024,5923807,"Transportation",0.1807
2024,5923808,"Housing and transportation",0.2074
2024,5923808,"Housing",0.0628
2024,5923808,"Transportation",0.1445
2024,5923816,"Transportation",0.1568
2024,5924025,"Housing and transportation",0.236
2024,5924025,"Housing",0.0849
2024,5924025,"Transportation",0.1511
2024,5924030,"Transportation",0.2392
2024,5924034,"Housing and transportation",0.3008
2024,5924034,"Housing",0.172
2024,5924034,"Transportation",0.1288
2024,5924039,"Transportation",0.182
2024,5924042,"Housing and transportation",0.2618
2024,5924042,"Housing",0.1476
2024,5924042,"Transportation",0.1142
2024,5924048,"Transportation",0.1546
2024,5924052,"Transportation",0.2042
2024,5924054,"Housing and transportation",0.2546
2024,5924054,"Housing",0.0893
2024,5924054,"Transportation",0.1653
2024,5924804,"Transportation",0.1489
2024,5924812,"Transportation",0.1225
2024,5926005,"Housing and transportation",0.2994
2024,5926005,"Housing",0.1435
2024,5926005,"Transportation",0.156
2024,5926010,"Housing and transportation",0.3657
2024,5926010,"Housing",0.1859
2024,5926010,"Transportation",0.1798
2024,5926014,"Housing and transportation",0.3626
2024,5926014,"Housing",0.2121
2024,5926014,"Transportation",0.1505
2024,5926021,"Housing and transportation",0.3114
2024,5926021,"Housing",0.1291
2024,5926021,"Transportation",0.1823
2024,5926022,"Housing and transportation",0.2625
2024,5926022,"Housing",0.1171
2024,5926022,"Transportation",0.1454
2024,5926024,"Housing and transportation",0.3042
2024,5926024,"Housing",0.1536
2024,5926024,"Transportation",0.1505
2024,5926801,"Transportation",0.2279
2024,5927008,"Housing and transportation",0.3101
2024,5927008,"Housing",0.158
2024,5927008,"Transportation",0.1521
2024,5927010,"Housing and transportation",0.2625
2024,5927010,"Housing",0.096
2024,5927010,"Transportation",0.1665
2024,5927012,"Housing and transportation",0.2519
2024,5927012,"Housing",0.0975
2024,5927012,"Transportation",0.1544
2024,5927016,"Housing and transportation",0.2765
2024,5927016,"Housing",0.1198
2024,5927016,"Transportation",0.1568
2024,5927018,"Transportation",0.1873
2024,5927020,"Transportation",0.3033
2024,5927802,"Housing and transportation",0.2265
2024,5927802,"Housing",0.0685
2024,5927802,"Transportation",0.158
2024,5929005,"Housing and transportation",0.3691
2024,5929005,"Housing",0.2235
2024,5929005,"Transportation",0.1456
2024,5929011,"Housing and transportation",0.3096
2024,5929011,"Housing",0.1709
2024,5929011,"Transportation",0.1386
2024,5929018,"Housing and transportation",0.273
2024,5929018,"Housing",0.1138
2024,5929018,"Transportation",0.1592
2024,5929022,"Housing and transportation",0.2793
2024,5929022,"Housing",0.1434
2024,5929022,"Transportation",0.1359
2024,5929024,"Housing and transportation",0.2767
2024,5929024,"Housing",0.1554
2024,5929024,"Transportation",0.1213
2024,5929026,"Housing and transportation",0.2845
2024,5929026,"Housing",0.1674
2024,5929026,"Transportation",0.1171
2024,5929028,"Housing and transportation",0.2873
2024,5929028,"Housing",0.1599
2024,5929028,"Transportation",0.1274
2024,5929803,"Housing and transportation",0.2825
2024,5929803,"Housing",0.0787
2024,5929803,"Transportation",0.2038
2024,5931006,"Housing and transportation",0.3128
2024,5931006,"Housing",0.221
2024,5931006,"Transportation",0.0918
2024,5931012,"Housing and transportation",0.3299
2024,5931012,"Housing",0.228
2024,5931012,"Transportation",0.1019
2024,5931017,"Housing and transportation",0.2911
2024,5931017,"Housing",0.1803
2024,5931017,"Transportation",0.1108
2024,5931020,"Housing and transportation",0.3334
2024,5931020,"Housing",0.2305
2024,5931020,"Transportation",0.1029
2024,5931021,"Transportation",0.0796
2024,5931026,"Housing and transportation",0.2494
2024,5931026,"Housing",0.095
2024,5931026,"Transportation",0.1544
2024,5931032,"Housing and transportation",0.2679
2024,5931032,"Housing",0.0946
2024,5931032,"Transportation",0.1733
2024,5931034,"Transportation",0.1665
2024,5931821,"Transportation",0.1665
2024,5931843,"Housing and transportation",0.2173
2024,5931843,"Housing",0.0313
2024,5931843,"Transportation",0.186
2024,5933006,"Housing and transportation",0.3513
2024,5933006,"Housing",0.1644
2024,5933006,"Transportation",0.1869
2024,5933008,"Housing and transportation",0.2664
2024,5933008,"Housing",0.0987
2024,5933008,"Transportation",0.1678
2024,5933012,"Transportation",0.1768
2024,5933019,"Housing and transportation",0.3047
2024,5933019,"Housing",0.099
2024,5933019,"Transportation",0.2057
2024,5933024,"Transportation",0.237
2024,5933028,"Transportation",0.2726
2024,5933032,"Transportation",0.221
2024,5933035,"Housing and transportation",0.3458
2024,5933035,"Housing",0.149
2024,5933035,"Transportation",0.1968
2024,5933037,"Transportation",0.1998
2024,5933039,"Housing and transportation",0.2848
2024,5933039,"Housing",0.1513
2024,5933039,"Transportation",0.1335
2024,5933042,"Housing and transportation",0.3269
2024,5933042,"Housing",0.1782
2024,5933042,"Transportation",0.1487
2024,5933044,"Housing and transportation",0.302
2024,5933044,"Housing",0.1628
2024,5933044,"Transportation",0.1392
2024,5933045,"Housing and transportation",0.4008
2024,5933045,"Housing",0.2451
2024,5933045,"Transportation",0.1558
2024,5933054,"Housing and transportation",0.3441
2024,5933054,"Housing",0.1275
2024,5933054,"Transportation",0.2166
2024,5933060,"Housing and transportation",0.2839
2024,5933060,"Housing",0.1224
2024,5933060,"Transportation",0.1615
2024,5933067,"Housing and transportation",0.3502
2024,5933067,"Housing",0.1578
2024,5933067,"Transportation",0.1924
2024,5933068,"Housing and transportation",0.3005
2024,5933068,"Housing",0.0961
2024,5933068,"Transportation",0.2045
2024,5933072,"Housing and transportation",0.3417
2024,5933072,"Housing",0.1507
2024,5933072,"Transportation",0.191
2024,5933074,"Housing and transportation",0.3291
2024,5933074,"Housing",0.1324
2024,5933074,"Transportation",0.1968
2024,5933801,"Housing and transportation",0.2978
2024,5933801,"Housing",0.0608
2024,5933801,"Transportation",0.237
2024,5933807,"Housing and transportation",0.2796
2024,5933807,"Housing",0.0524
2024,5933807,"Transportation",0.2272
2024,5933880,"Housing and transportation",0.2638
2024,5933880,"Housing",0.1184
2024,5933880,"Transportation",0.1454
2024,5933884,"Transportation",0.2045
2024,5933898,"Transportation",0.1856
2024,5935010,"Housing and transportation",0.3335
2024,5935010,"Housing",0.1995
2024,5935010,"Transportation",0.1339
2024,5935012,"Housing and transportation",0.2575
2024,5935012,"Housing",0.1466
2024,5935012,"Transportation",0.1109
2024,5935016,"Housing and transportation",0.3064
2024,5935016,"Housing",0.1944
2024,5935016,"Transportation",0.1121
2024,5935018,"Housing and transportation",0.2688
2024,5935018,"Housing",0.1332
2024,5935018,"Transportation",0.1356
2024,5935020,"Housing and transportation",0.2824
2024,5935020,"Housing",0.1533
2024,5935020,"Transportation",0.1292
2024,5935029,"Housing and transportation",0.3106
2024,5935029,"Housing",0.1996
2024,5935029,"Transportation",0.1109
2024,5935801,"Housing and transportation",0.2695
2024,5935801,"Housing",0.0923
2024,5935801,"Transportation",0.1771
2024,5935802,"Housing and transportation",0.2986
2024,5935802,"Housing",0.126
2024,5935802,"Transportation",0.1727
2024,5935803,"Housing and transportation",0.2648
2024,5935803,"Housing",0.1428
2024,5935803,"Transportation",0.122
2024,5937005,"Housing and transportation",0.4502
2024,5937005,"Housing",0.1842
2024,5937005,"Transportation",0.266
2024,5937010,"Housing and transportation",0.3428
2024,5937010,"Housing",0.1566
2024,5937010,"Transportation",0.1862
2024,5937014,"Housing and transportation",0.461
2024,5937014,"Housing",0.1824
2024,5937014,"Transportation",0.2786
2024,5937017,"Housing and transportation",0.374
2024,5937017,"Housing",0.1243
2024,5937017,"Transportation",0.2497
2024,5937021,"Housing and transportation",0.3666
2024,5937021,"Housing",0.1716
2024,5937021,"Transportation",0.195
2024,5937022,"Housing and transportation",0.406
2024,5937022,"Housing",0.14
2024,5937022,"Transportation",0.266
2024,5937023,"Housing and transportation",0.5726
2024,5937023,"Housing",0.1847
2024,5937023,"Transportation",0.3879
2024,5937024,"Housing and transportation",0.407
2024,5937024,"Housing",0.1632
2024,5937024,"Transportation",0.2438
2024,5937028,"Housing and transportation",0.4293
2024,5937028,"Housing",0.165
2024,5937028,"Transportation",0.2642
2024,5937033,"Housing and transportation",0.5073
2024,5937033,"Housing",0.1637
2024,5937033,"Transportation",0.3436
2024,5937041,"Housing and transportation",0.4495
2024,5937041,"Housing",0.165
2024,5937041,"Transportation",0.2844
2024,5937801,"Housing and transportation",0.3809
2024,5937801,"Housing",0.061
2024,5937801,"Transportation",0.32
2024,5937802,"Transportation",0.3391
2024,5937803,"Housing and transportation",0.4391
2024,5937803,"Housing",0.0422
2024,5937803,"Transportation",0.3969
2024,5939007,"Housing and transportation",0.284
2024,5939007,"Housing",0.1669
2024,5939007,"Transportation",0.1171
2024,5939011,"Housing and transportation",0.2655
2024,5939011,"Housing",0.1442
2024,5939011,"Transportation",0.1213
2024,5939019,"Housing and transportation",0.2787
2024,5939019,"Housing",0.1726
2024,5939019,"Transportation",0.1062
2024,5939023,"Transportation",0.1298
2024,5939032,"Housing and transportation",0.2846
2024,5939032,"Housing",0.1487
2024,5939032,"Transportation",0.1359
2024,5939037,"Housing and transportation",0.2522
2024,5939037,"Housing",0.1154
2024,5939037,"Transportation",0.1368
2024,5939039,"Housing and transportation",0.2933
2024,5939039,"Housing",0.1466
2024,5939039,"Transportation",0.1466
2024,5939043,"Housing and transportation",0.3229
2024,5939043,"Housing",0.146
2024,5939043,"Transportation",0.1769
2024,5939044,"Housing and transportation",0.2571
2024,5939044,"Housing",0.1027
2024,5939044,"Transportation",0.1544
2024,5939045,"Housing and transportation",0.3233
2024,5939045,"Housing",0.1665
2024,5939045,"Transportation",0.1568
2024,5939805,"Transportation",0.1415
2024,5941005,"Housing and transportation",0.3286
2024,5941005,"Housing",0.1326
2024,5941005,"Transportation",0.196
2024,5941009,"Housing and transportation",0.2752
2024,5941009,"Housing",0.142
2024,5941009,"Transportation",0.1332
2024,5941010,"Housing and transportation",0.2422
2024,5941010,"Housing",0.125
2024,5941010,"Transportation",0.1171
2024,5941012,"Housing and transportation",0.2029
2024,5941012,"Housing",0.0934
2024,5941012,"Transportation",0.1096
2024,5941013,"Housing and transportation",0.2818
2024,5941013,"Housing",0.1297
2024,5941013,"Transportation",0.1521
2024,5941014,"Housing and transportation",0.2412
2024,5941014,"Housing",0.1131
2024,5941014,"Transportation",0.1282
2024,5941015,"Housing and transportation",0.2655
2024,5941015,"Housing",0.1167
2024,5941015,"Transportation",0.1488
2024,5941016,"Housing and transportation",0.2863
2024,5941016,"Housing",0.1017
2024,5941016,"Transportation",0.1846
2024,5941017,"Housing and transportation",0.2702
2024,5941017,"Housing",0.1026
2024,5941017,"Transportation",0.1676
2024,5941019,"Housing and transportation",0.247
2024,5941019,"Housing",0.1196
2024,5941019,"Transportation",0.1274
2024,5941021,"Housing and transportation",0.2425
2024,5941021,"Housing",0.1143
2024,5941021,"Transportation",0.1282
2024,5941026,"Housing and transportation",0.2542
2024,5941026,"Housing",0.1087
2024,5941026,"Transportation",0.1456
2024,5941027,"Housing and transportation",0.2596
2024,5941027,"Housing",0.1108
2024,5941027,"Transportation",0.1488
2024,5941039,"Transportation",0.2038
2024,5941041,"Housing and transportation",0.2244
2024,5941041,"Housing",0.0357
2024,5941041,"Transportation",0.1887
2024,5941801,"Transportation",0.1687
2024,5941821,"Transportation",0.1332
2024,5943008,"Transportation",0.1721
2024,5943012,"Housing and transportation",0.2501
2024,5943012,"Housing",0.133
2024,5943012,"Transportation",0.1171
2024,5943017,"Transportation",0.1721
2024,5943023,"Housing and transportation",0.2895
2024,5943023,"Housing",0.1418
2024,5943023,"Transportation",0.1477
2024,5943031,"Transportation",0.1213
2024,5943033,"Transportation",0.1721
2024,5943037,"Transportation",0.1916
2024,5943806,"Transportation",0.186
2024,5943837,"Transportation",0.186
2024,5945010,"Transportation",0.158
2024,5945012,"Transportation",0.1477
2024,5945801,"Housing and transportation",0.2186
2024,5945801,"Housing",0.0499
2024,5945801,"Transportation",0.1687
2024,5945802,"Housing and transportation",0.2527
2024,5945802,"Housing",0.0368
2024,5945802,"Transportation",0.2159
2024,5947007,"Transportation",0.1051
2024,5947012,"Housing and transportation",0.2528
2024,5947012,"Housing",0.1455
2024,5947012,"Transportation",0.1073
2024,5947023,"Housing and transportation",0.2728
2024,5947023,"Housing",0.1207
2024,5947023,"Transportation",0.1521
2024,5947026,"Housing and transportation",0.309
2024,5947026,"Housing",0.1522
2024,5947026,"Transportation",0.1568
2024,5947027,"Transportation",0.135
2024,5947030,"Transportation",0.151
2024,5947032,"Housing and transportation",0.252
2024,5947032,"Housing",0.1054
2024,5947032,"Transportation",0.1466
2024,5947803,"Transportation",0.199
2024,5947804,"Transportation",0.1676
2024,5947807,"Transportation",0.2403
2024,5947809,"Transportation",0.2255
2024,5949005,"Housing and transportation",0.2284
2024,5949005,"Housing",0.1294
2024,5949005,"Transportation",0.0989
2024,5949011,"Housing and transportation",0.2658
2024,5949011,"Housing",0.1526
2024,5949011,"Transportation",0.1132
2024,5949013,"Housing and transportation",0.2433
2024,5949013,"Housing",0.1382
2024,5949013,"Transportation",0.1051
2024,5949018,"Housing and transportation",0.2585
2024,5949018,"Housing",0.1386
2024,5949018,"Transportation",0.1199
2024,5949024,"Housing and transportation",0.288
2024,5949024,"Housing",0.1347
2024,5949024,"Transportation",0.1532
2024,5949028,"Housing and transportation",0.2578
2024,5949028,"Housing",0.0976
2024,5949028,"Transportation",0.1602
2024,5949032,"Transportation",0.1213
2024,5949035,"Housing and transportation",0.1662
2024,5949035,"Housing",0.0404
2024,5949035,"Transportation",0.1258
2024,5949038,"Transportation",0.0989
2024,5949803,"Housing and transportation",0.1653
2024,5949803,"Housing",0.012
2024,5949803,"Transportation",0.1532
2024,5949804,"Transportation",0.1258
2024,5949812,"Transportation",0.1916
2024,5949813,"Transportation",0.171
2024,5949814,"Transportation",0.1887
2024,5949815,"Transportation",0.1568
2024,5949816,"Transportation",0.1846
2024,5949817,"Transportation",0.151
2024,5949832,"Housing and transportation",0.1829
2024,5949832,"Housing",9e-04
2024,5949832,"Transportation",0.182
2024,5949844,"Transportation",0.1298
2024,5951007,"Housing and transportation",0.2579
2024,5951007,"Housing",0.1447
2024,5951007,"Transportation",0.1132
2024,5951009,"Housing and transportation",0.2581
2024,5951009,"Housing",0.1146
2024,5951009,"Transportation",0.1435
2024,5951013,"Housing and transportation",0.2013
2024,5951013,"Housing",0.0893
2024,5951013,"Transportation",0.112
2024,5951015,"Transportation",0.1096
2024,5951017,"Housing and transportation",0.2157
2024,5951017,"Housing",0.0789
2024,5951017,"Transportation",0.1368
2024,5951019,"Housing and transportation",0.2439
2024,5951019,"Housing",0.1281
2024,5951019,"Transportation",0.1158
2024,5951022,"Housing and transportation",0.2477
2024,5951022,"Housing",0.1127
2024,5951022,"Transportation",0.135
2024,5951028,"Housing and transportation",0.1895
2024,5951028,"Housing",0.0799
2024,5951028,"Transportation",0.1096
2024,5951031,"Housing and transportation",0.2247
2024,5951031,"Housing",0.0957
2024,5951031,"Transportation",0.129
2024,5951032,"Transportation",0.2159
2024,5951034,"Housing and transportation",0.2522
2024,5951034,"Housing",0.1309
2024,5951034,"Transportation",0.1213
2024,5951038,"Housing and transportation",0.2878
2024,5951038,"Housing",0.1869
2024,5951038,"Transportation",0.1009
2024,5951043,"Housing and transportation",0.2744
2024,5951043,"Housing",0.1545
2024,5951043,"Transportation",0.1199
2024,5951051,"Housing and transportation",0.21
2024,5951051,"Housing",0.106
2024,5951051,"Transportation",0.104
2024,5951053,"Transportation",0.1258
2024,5951803,"Housing and transportation",0.187
2024,5951803,"Housing",0.0326
2024,5951803,"Transportation",0.1544
2024,5951809,"Transportation",0.2235
2024,5951810,"Transportation",0.1466
2024,5951827,"Transportation",0.1377
2024,5953007,"Housing and transportation",0.4186
2024,5953007,"Housing",0.1303
2024,5953007,"Transportation",0.2883
2024,5953012,"Transportation",0.3066
2024,5953019,"Housing and transportation",0.3483
2024,5953019,"Housing",0.0804
2024,5953019,"Transportation",0.2679
2024,5953023,"Housing and transportation",0.3571
2024,5953023,"Housing",0.1592
2024,5953023,"Transportation",0.1979
2024,5953033,"Housing and transportation",0.297
2024,5953033,"Housing",0.0991
2024,5953033,"Transportation",0.1979
2024,5953038,"Housing and transportation",0.2787
2024,5953038,"Housing",0.1232
2024,5953038,"Transportation",0.1555
2024,5953042,"Housing and transportation",0.284
2024,5953042,"Housing",0.1413
2024,5953042,"Transportation",0.1427
2024,5953044,"Housing and transportation",0.2794
2024,5953044,"Housing",0.1197
2024,5953044,"Transportation",0.1597
2024,5953046,"Transportation",0.2488
2024,5953048,"Transportation",0.219
2024,5953050,"Transportation",0.2402
2024,5955003,"Housing and transportation",0.2011
2024,5955003,"Housing",0.1002
2024,5955003,"Transportation",0.1009
2024,5955005,"Transportation",0.1185
2024,5955010,"Housing and transportation",0.2328
2024,5955010,"Housing",0.1348
2024,5955010,"Transportation",0.098
2024,5955014,"Housing and transportation",0.3006
2024,5955014,"Housing",0.1748
2024,5955014,"Transportation",0.1258
2024,5955021,"Housing and transportation",0.2418
2024,5955021,"Housing",0.1409
2024,5955021,"Transportation",0.1009
2024,5955023,"Housing and transportation",0.2092
2024,5955023,"Housing",0.1093
2024,5955023,"Transportation",0.0999
2024,5955025,"Housing and transportation",0.2272
2024,5955025,"Housing",0.1014
2024,5955025,"Transportation",0.1258
2024,5955030,"Housing and transportation",0.252
2024,5955030,"Housing",0.1549
2024,5955030,"Transportation",0.0971
2024,5955034,"Housing and transportation",0.2724
2024,5955034,"Housing",0.1725
2024,5955034,"Transportation",0.0999
2024,5955040,"Housing and transportation",0.2456
2024,5955040,"Housing",0.1372
2024,5955040,"Transportation",0.1084
2024,5955042,"Housing and transportation",0.2175
2024,5955042,"Housing",0.1353
2024,5955042,"Transportation",0.0822
2024,5955801,"Transportation",0.2006
2024,5957022,"Transportation",0.1654
2024,5959007,"Housing and transportation",0.2633
2024,5959007,"Housing",0.1419
2024,5959007,"Transportation",0.1213
2024,5959806,"Transportation",0.1633
2024,1001,"Housing",0.160497169948237
2024,1002,"Housing",0.110377642656688
2024,1003,"Housing",0.0948140350877193
2024,1004,"Housing",0.140973117522871
2024,1005,"Housing",0.158950709588093
2024,1006,"Housing",0.160127552447552
2024,1007,"Housing",0.106967427293065
2024,1008,"Housing",0.0993799644339063
2024,1009,"Housing",0.0989923076923077
2024,1010,"Housing",0.106023482321548
2024,1011,"Housing",0.0579206896551724
2024,1101,"Housing",0.110577510040161
2024,1102,"Housing",0.154728415216387
2024,1103,"Housing",0.130285714285714
2024,1201,"Housing",0.0976628205128205
2024,1202,"Housing",0.123979497532526
2024,1203,"Housing",0.116799008059516
2024,1204,"Housing",0.1207
2024,1205,"Housing",0.129942047244094
2024,1206,"Housing",0.130104911810672
2024,1207,"Housing",0.151219823302043
2024,1208,"Housing",0.147843743372216
2024,1209,"Housing",0.1824
2024,1210,"Housing",0.144520198019802
2024,1211,"Housing",0.126025636492221
2024,1212,"Housing",0.132687589376915
2024,1213,"Housing",0.0895356814701378
2024,1214,"Housing",0.125223906705539
2024,1215,"Housing",0.101171727395412
2024,1216,"Housing",0.107804797979798
2024,1217,"Housing",0.13546897260274
2024,1218,"Housing",0.102256585365854
2024,1301,"Housing",0.153131951511524
2024,1302,"Housing",0.105738937568456
2024,1303,"Housing",0.123584566596194
2024,1304,"Housing",0.0817944933920705
2024,1305,"Housing",0.119886012481171
2024,1306,"Housing",0.139288966806919
2024,1307,"Housing",0.150233994708995
2024,1308,"Housing",0.100708762886598
2024,1309,"Housing",0.103391993517018
2024,1310,"Housing",0.144421779975278
2024,1311,"Housing",0.10600577136515
2024,1312,"Housing",0.111339310344828
2024,1313,"Housing",0.113831629778672
2024,1314,"Housing",0.109928993800668
2024,1315,"Housing",0.103016541353383
2024,2401,"Housing",0.1251
2024,2402,"Housing",0.0925350571256765
2024,2403,"Housing",0.106570177838577
2024,2404,"Housing",0.114579705573081
2024,2405,"Housing",0.108135883703137
2024,2406,"Housing",0.11314864321608
2024,2407,"Housing",0.112807230046948
2024,2408,"Housing",0.114522057877814
2024,2409,"Housing",0.113345222405272
2024,2410,"Housing",0.130468569239609
2024,2411,"Housing",0.124253097345133
2024,2412,"Housing",0.124292593984962
2024,2413,"Housing",0.106577347611203
2024,2414,"Housing",0.105651824817518
2024,2415,"Housing",0.120452066772655
2024,2416,"Housing",0.109426530612245
2024,2417,"Housing",0.0960688041594454
2024,2418,"Housing",0.117006313890559
2024,2419,"Housing",0.116914261168385
2024,2420,"Housing",0.114374111675127
2024,2421,"Housing",0.128589093701997
2024,2422,"Housing",0.14641317032509
2024,2423,"Housing",0.141824704986002
2024,2425,"Housing",0.1337
2024,2426,"Housing",0.124277436582109
2024,2427,"Housing",0.109013554817276
2024,2428,"Housing",0.09476955624355
2024,2429,"Housing",0.115272171945701
2024,2430,"Housing",0.113798057432432
2024,2431,"Housing",0.113841139240506
2024,2432,"Housing",0.112904105736783
2024,2433,"Housing",0.132839010989011
2024,2434,"Housing",0.129867591743119
2024,2435,"Housing",0.103849273021002
2024,2436,"Housing",0.1265
2024,2437,"Housing",0.128142341011349
2024,2438,"Housing",0.116008301599391
2024,2439,"Housing",0.123713568252923
2024,2440,"Housing",0.121562431444241
2024,2441,"Housing",0.136231323185012
2024,2442,"Housing",0.124488979788258
2024,2443,"Housing",0.1412
2024,2444,"Housing",0.129396153846154
2024,2445,"Housing",0.127441803463009
2024,2446,"Housing",0.13513571958457
2024,2447,"Housing",0.140309564062311
2024,2448,"Housing",0.128033838383838
2024,2449,"Housing",0.134822206673843
2024,2450,"Housing",0.119016047828823
2024,2451,"Housing",0.11542088128905
2024,2452,"Housing",0.135561309207025
2024,2453,"Housing",0.126858416854162
2024,2454,"Housing",0.139090419084462
2024,2455,"Housing",0.149267682539683
2024,2456,"Housing",0.145965942028986
2024,2457,"Housing",0.145812351335543
2024,2458,"Housing",0.149473899925238
2024,2459,"Housing",0.141198735577683
2024,2460,"Housing",0.150855481244548
2024,2461,"Housing",0.145598757185024
2024,2462,"Housing",0.134280068314246
2024,2463,"Housing",0.152848440443793
2024,2464,"Housing",0.155857707934074
2024,2465,"Housing",0.157
2024,2466,"Housing",0.160368453544829
2024,2467,"Housing",0.154301954576738
2024,2468,"Housing",0.143407785234899
2024,2469,"Housing",0.133398696360674
2024,2470,"Housing",0.149448383482714
2024,2471,"Housing",0.157125012177302
2024,2472,"Housing",0.151360311143271
2024,2473,"Housing",0.148521693202694
2024,2474,"Housing",0.1571
2024,2475,"Housing",0.157630926996012
2024,2476,"Housing",0.145082287581699
2024,2477,"Housing",0.15462808310992
2024,2478,"Housing",0.143459100877193
2024,2479,"Housing",0.1236125
2024,2480,"Housing",0.132411703601108
2024,2481,"Housing",0.1496
2024,2482,"Housing",0.140573815165877
2024,2483,"Housing",0.105411505065123
2024,2484,"Housing",0.110459393232205
2024,2485,"Housing",0.120726894865526
2024,2486,"Housing",0.1295
2024,2487,"Housing",0.118280952380952
2024,2488,"Housing",0.131346564376251
2024,2489,"Housing",0.126704438860971
2024,2490,"Housing",0.101385145482389
2024,2491,"Housing",0.11832358974359
2024,2492,"Housing",0.111084782608696
2024,2493,"Housing",0.127708425925926
2024,2494,"Housing",0.130053324405758
2024,2495,"Housing",0.10675974025974
2024,2496,"Housing",0.107991823630137
2024,2497,"Housing",0.102534055538602
2024,2498,"Housing",0.0968949019607843
2024,2499,"Housing",0.0696862581244197
2024,3501,"Housing",0.15122132662491
2024,3502,"Housing",0.157593792383933
2024,3506,"Housing",0.1749
2024,3507,"Housing",0.152513169772017
2024,3509,"Housing",0.165971153243497
2024,3510,"Housing",0.180691228197148
2024,3511,"Housing",0.168519116825042
2024,3512,"Housing",0.163780558848434
2024,3513,"Housing",0.137
2024,3514,"Housing",0.15330740790355
2024,3515,"Housing",0.171344727665227
2024,3516,"Housing",0.1628
2024,3518,"Housing",0.199371888310459
2024,3519,"Housing",0.21344738498139
2024,3520,"Housing",0.2092
2024,3521,"Housing",0.218162945091514
2024,3522,"Housing",0.196666959879854
2024,3523,"Housing",0.183234632977565
2024,3524,"Housing",0.196683092042186
2024,3525,"Housing",0.1831
2024,3526,"Housing",0.177591516945692
2024,3528,"Housing",0.149568268192615
2024,3529,"Housing",0.183213274021352
2024,3530,"Housing",0.189137055187142
2024,3531,"Housing",0.162190830027464
2024,3532,"Housing",0.169699509189641
2024,3534,"Housing",0.163292179745137
2024,3536,"Housing",0.1389
2024,3537,"Housing",0.155885947544744
2024,3538,"Housing",0.13610864422202
2024,3539,"Housing",0.179252648227159
2024,3540,"Housing",0.138540142095915
2024,3541,"Housing",0.138650535888275
2024,3542,"Housing",0.155220021274081
2024,3543,"Housing",0.191513339750234
2024,3544,"Housing",0.157674403508772
2024,3546,"Housing",0.126301698404529
2024,3547,"Housing",0.142844829939711
2024,3548,"Housing",0.16891594815441
2024,3549,"Housing",0.144832621631082
2024,3551,"Housing",0.0994082781456954
2024,3552,"Housing",0.123874023861171
2024,3553,"Housing",0.157
2024,3554,"Housing",0.133110136624063
2024,3556,"Housing",0.135723058897047
2024,3557,"Housing",0.137768381351493
2024,3558,"Housing",0.139239461482144
2024,3559,"Housing",0.118949954751131
2024,3560,"Housing",0.123795145132289
2024,4601,"Housing",0.107714012184508
2024,4602,"Housing",0.177922909346451
2024,4603,"Housing",0.166648684210526
2024,4604,"Housing",0.103429622980251
2024,4605,"Housing",0.112406420765027
2024,4606,"Housing",0.122933168316832
2024,4607,"Housing",0.159019555143652
2024,4608,"Housing",0.0982040166204986
2024,4609,"Housing",0.146288825541619
2024,4610,"Housing",0.15646835443038
2024,4611,"Housing",0.178523301517863
2024,4612,"Housing",0.147349009105517
2024,4613,"Housing",0.142984828668585
2024,4614,"Housing",0.14160350385424
2024,4615,"Housing",0.127903235014272
2024,4616,"Housing",0.104851724137931
2024,4617,"Housing",0.127450812763396
2024,4618,"Housing",0.125237763012182
2024,4619,"Housing",0.0315258064516129
2024,4620,"Housing",0.117395735900963
2024,4621,"Housing",0.102581614035088
2024,4622,"Housing",0.0884676071622355
2024,4623,"Housing",0.087187027027027
2024,4701,"Housing",0.143231959629941
2024,4702,"Housing",0.167209240246407
2024,4703,"Housing",0.116372852233677
2024,4704,"Housing",0.123968382352941
2024,4705,"Housing",0.130323323170732
2024,4706,"Housing",0.18273833035004
2024,4707,"Housing",0.164026053283767
2024,4708,"Housing",0.149062345315262
2024,4709,"Housing",0.150941649694501
2024,4710,"Housing",0.115586769230769
2024,4711,"Housing",0.193390422535211
2024,4712,"Housing",0.135204622641509
2024,4713,"Housing",0.146654439252336
2024,4714,"Housing",0.149473059360731
2024,4715,"Housing",0.167875476522548
2024,4716,"Housing",0.156423018607857
2024,4717,"Housing",0.167541464757709
2024,4718,"Housing",0.122630221366699
2024,4801,"Housing",0.181537689788628
