"year","geo","dguid","age","type","value"
2021,"Newfoundland and Labrador","10","50 to 54","shelters",10
2021,"Newfoundland and Labrador","10","50 to 54","service collective",35
2021,"Newfoundland and Labrador","10","50 to 54","lodging and rooming houses",25
2021,"Newfoundland and Labrador","10","50 to 54","hotels, motels, and temporary accommodation",5
2021,"Newfoundland and Labrador","10","50 to 54","other service collective",5
2021,"Newfoundland and Labrador","10","50 to 54","religious establishments",0
2021,"Newfoundland and Labrador","10","50 to 54","hutterite colonies",0
2021,"Newfoundland and Labrador","10","50 to 54","other",10
2021,"Newfoundland and Labrador","10","55 to 59","total",325
2021,"Newfoundland and Labrador","10","55 to 59","health care and related",200
2021,"Newfoundland and Labrador","10","55 to 59","hospitals",5
2021,"Newfoundland and Labrador","10","55 to 59","nursing homes",80
2021,"Newfoundland and Labrador","10","55 to 59","senior residences",35
2021,"Newfoundland and Labrador","10","55 to 59","mix of nursing home and senior residences",5
2021,"Newfoundland and Labrador","10","55 to 59","residential care facilities",75
2021,"Newfoundland and Labrador","10","55 to 59","correctional facilities",35
2021,"Newfoundland and Labrador","10","55 to 59","shelters",5
2021,"Newfoundland and Labrador","10","55 to 59","service collective",80
2021,"Newfoundland and Labrador","10","55 to 59","lodging and rooming houses",65
2021,"Newfoundland and Labrador","10","55 to 59","hotels, motels, and temporary accommodation",15
2021,"Newfoundland and Labrador","10","55 to 59","other service collective",5
2021,"Newfoundland and Labrador","10","55 to 59","religious establishments",0
2021,"Newfoundland and Labrador","10","55 to 59","hutterite colonies",0
2021,"Newfoundland and Labrador","10","55 to 59","other",5
2021,"Newfoundland and Labrador","10","60 to 64","total",390
2021,"Newfoundland and Labrador","10","60 to 64","health care and related",300
2021,"Newfoundland and Labrador","10","60 to 64","hospitals",15
2021,"Newfoundland and Labrador","10","60 to 64","nursing homes",110
2021,"Newfoundland and Labrador","10","60 to 64","senior residences",70
2021,"Newfoundland and Labrador","10","60 to 64","mix of nursing home and senior residences",10
2021,"Newfoundland and Labrador","10","60 to 64","residential care facilities",85
2021,"Newfoundland and Labrador","10","60 to 64","correctional facilities",25
2021,"Newfoundland and Labrador","10","60 to 64","shelters",5
2021,"Newfoundland and Labrador","10","60 to 64","service collective",50
2021,"Newfoundland and Labrador","10","60 to 64","lodging and rooming houses",35
2021,"Newfoundland and Labrador","10","60 to 64","hotels, motels, and temporary accommodation",15
2021,"Newfoundland and Labrador","10","60 to 64","other service collective",0
2021,"Newfoundland and Labrador","10","60 to 64","religious establishments",5
2021,"Newfoundland and Labrador","10","60 to 64","hutterite colonies",0
2021,"Newfoundland and Labrador","10","60 to 64","other",10
2021,"Newfoundland and Labrador","10","65+","total",5870
2021,"Newfoundland and Labrador","10","65+","health care and related",5680
2021,"Newfoundland and Labrador","10","65+","hospitals",270
2021,"Newfoundland and Labrador","10","65+","nursing homes",2895
2021,"Newfoundland and Labrador","10","65+","senior residences",1815
2021,"Newfoundland and Labrador","10","65+","mix of nursing home and senior residences",570
2021,"Newfoundland and Labrador","10","65+","residential care facilities",135
2021,"Newfoundland and Labrador","10","65+","correctional facilities",10
2021,"Newfoundland and Labrador","10","65+","shelters",5
2021,"Newfoundland and Labrador","10","65+","service collective",95
2021,"Newfoundland and Labrador","10","65+","lodging and rooming houses",60
2021,"Newfoundland and Labrador","10","65+","hotels, motels, and temporary accommodation",25
2021,"Newfoundland and Labrador","10","65+","other service collective",5
2021,"Newfoundland and Labrador","10","65+","religious establishments",70
2021,"Newfoundland and Labrador","10","65+","hutterite colonies",0
2021,"Newfoundland and Labrador","10","65+","other",5
2021,"Newfoundland and Labrador","10","65 to 69","total",475
2021,"Newfoundland and Labrador","10","65 to 69","health care and related",405
2021,"Newfoundland and Labrador","10","65 to 69","hospitals",30
2021,"Newfoundland and Labrador","10","65 to 69","nursing homes",170
2021,"Newfoundland and Labrador","10","65 to 69","senior residences",90
2021,"Newfoundland and Labrador","10","65 to 69","mix of nursing home and senior residences",45
2021,"Newfoundland and Labrador","10","65 to 69","residential care facilities",75
2021,"Newfoundland and Labrador","10","65 to 69","correctional facilities",5
2021,"Newfoundland and Labrador","10","65 to 69","shelters",5
2021,"Newfoundland and Labrador","10","65 to 69","service collective",55
2021,"Newfoundland and Labrador","10","65 to 69","lodging and rooming houses",35
2021,"Newfoundland and Labrador","10","65 to 69","hotels, motels, and temporary accommodation",15
2021,"Newfoundland and Labrador","10","65 to 69","other service collective",5
2021,"Newfoundland and Labrador","10","65 to 69","religious establishments",5
2021,"Newfoundland and Labrador","10","65 to 69","hutterite colonies",0
2021,"Newfoundland and Labrador","10","65 to 69","other",0
2021,"Newfoundland and Labrador","10","70 to 74","total",680
2021,"Newfoundland and Labrador","10","70 to 74","health care and related",640
2021,"Newfoundland and Labrador","10","70 to 74","hospitals",15
2021,"Newfoundland and Labrador","10","70 to 74","nursing homes",290
2021,"Newfoundland and Labrador","10","70 to 74","senior residences",205
2021,"Newfoundland and Labrador","10","70 to 74","mix of nursing home and senior residences",100
2021,"Newfoundland and Labrador","10","70 to 74","residential care facilities",35
2021,"Newfoundland and Labrador","10","70 to 74","correctional facilities",5
2021,"Newfoundland and Labrador","10","70 to 74","shelters",0
2021,"Newfoundland and Labrador","10","70 to 74","service collective",25
2021,"Newfoundland and Labrador","10","70 to 74","lodging and rooming houses",15
2021,"Newfoundland and Labrador","10","70 to 74","hotels, motels, and temporary accommodation",5
2021,"Newfoundland and Labrador","10","70 to 74","other service collective",0
2021,"Newfoundland and Labrador","10","70 to 74","religious establishments",5
2021,"Newfoundland and Labrador","10","70 to 74","hutterite colonies",0
2021,"Newfoundland and Labrador","10","70 to 74","other",0
2021,"Newfoundland and Labrador","10","75 to 79","total",800
2021,"Newfoundland and Labrador","10","75 to 79","health care and related",775
2021,"Newfoundland and Labrador","10","75 to 79","hospitals",20
2021,"Newfoundland and Labrador","10","75 to 79","nursing homes",410
2021,"Newfoundland and Labrador","10","75 to 79","senior residences",235
2021,"Newfoundland and Labrador","10","75 to 79","mix of nursing home and senior residences",90
2021,"Newfoundland and Labrador","10","75 to 79","residential care facilities",10
2021,"Newfoundland and Labrador","10","75 to 79","correctional facilities",0
2021,"Newfoundland and Labrador","10","75 to 79","shelters",0
2021,"Newfoundland and Labrador","10","75 to 79","service collective",5
2021,"Newfoundland and Labrador","10","75 to 79","lodging and rooming houses",0
2021,"Newfoundland and Labrador","10","75 to 79","hotels, motels, and temporary accommodation",0
2021,"Newfoundland and Labrador","10","75 to 79","other service collective",0
2021,"Newfoundland and Labrador","10","75 to 79","religious establishments",20
2021,"Newfoundland and Labrador","10","75 to 79","hutterite colonies",0
2021,"Newfoundland and Labrador","10","75 to 79","other",0
2021,"Newfoundland and Labrador","10","80 to 84","total",1380
2021,"Newfoundland and Labrador","10","80 to 84","health care and related",1355
2021,"Newfoundland and Labrador","10","80 to 84","hospitals",80
2021,"Newfoundland and Labrador","10","80 to 84","nursing homes",750
2021,"Newfoundland and Labrador","10","80 to 84","senior residences",375
2021,"Newfoundland and Labrador","10","80 to 84","mix of nursing home and senior residences",140
2021,"Newfoundland and Labrador","10","80 to 84","residential care facilities",5
2021,"Newfoundland and Labrador","10","80 to 84","correctional facilities",0
2021,"Newfoundland and Labrador","10","80 to 84","shelters",0
2021,"Newfoundland and Labrador","10","80 to 84","service collective",10
2021,"Newfoundland and Labrador","10","80 to 84","lodging and rooming houses",10
2021,"Newfoundland and Labrador","10","80 to 84","hotels, motels, and temporary accommodation",0
2021,"Newfoundland and Labrador","10","80 to 84","other service collective",0
2021,"Newfoundland and Labrador","10","80 to 84","religious establishments",15
2021,"Newfoundland and Labrador","10","80 to 84","hutterite colonies",0
2021,"Newfoundland and Labrador","10","80 to 84","other",5
2021,"Newfoundland and Labrador","10","85+","total",2535
2021,"Newfoundland and Labrador","10","85+","health care and related",2510
2021,"Newfoundland and Labrador","10","85+","hospitals",130
2021,"Newfoundland and Labrador","10","85+","nursing homes",1275
2021,"Newfoundland and Labrador","10","85+","senior residences",905
2021,"Newfoundland and Labrador","10","85+","mix of nursing home and senior residences",195
2021,"Newfoundland and Labrador","10","85+","residential care facilities",0
2021,"Newfoundland and Labrador","10","85+","correctional facilities",0
2021,"Newfoundland and Labrador","10","85+","shelters",0
2021,"Newfoundland and Labrador","10","85+","service collective",5
2021,"Newfoundland and Labrador","10","85+","lodging and rooming houses",0
2021,"Newfoundland and Labrador","10","85+","hotels, motels, and temporary accommodation",0
2021,"Newfoundland and Labrador","10","85+","other service collective",0
2021,"Newfoundland and Labrador","10","85+","religious establishments",25
2021,"Newfoundland and Labrador","10","85+","hutterite colonies",0
2021,"Newfoundland and Labrador","10","85+","other",0
2021,"Prince Edward Island","11","Total","total",3835
2021,"Prince Edward Island","11","Total","health care and related",2185
2021,"Prince Edward Island","11","Total","hospitals",25
2021,"Prince Edward Island","11","Total","nursing homes",1205
2021,"Prince Edward Island","11","Total","senior residences",380
2021,"Prince Edward Island","11","Total","mix of nursing home and senior residences",285
2021,"Prince Edward Island","11","Total","residential care facilities",285
2021,"Prince Edward Island","11","Total","correctional facilities",70
2021,"Prince Edward Island","11","Total","shelters",0
2021,"Prince Edward Island","11","Total","service collective",505
2021,"Prince Edward Island","11","Total","lodging and rooming houses",55
2021,"Prince Edward Island","11","Total","hotels, motels, and temporary accommodation",415
2021,"Prince Edward Island","11","Total","other service collective",35
2021,"Prince Edward Island","11","Total","religious establishments",980
2021,"Prince Edward Island","11","Total","hutterite colonies",0
2021,"Prince Edward Island","11","Total","other",90
2021,"Prince Edward Island","11","0 to 14","total",55
2021,"Prince Edward Island","11","0 to 14","health care and related",10
2021,"Prince Edward Island","11","0 to 14","hospitals",0
2021,"Prince Edward Island","11","0 to 14","nursing homes",0
2021,"Prince Edward Island","11","0 to 14","senior residences",0
2021,"Prince Edward Island","11","0 to 14","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","0 to 14","residential care facilities",10
2021,"Prince Edward Island","11","0 to 14","correctional facilities",0
2021,"Prince Edward Island","11","0 to 14","shelters",0
2021,"Prince Edward Island","11","0 to 14","service collective",20
2021,"Prince Edward Island","11","0 to 14","lodging and rooming houses",5
2021,"Prince Edward Island","11","0 to 14","hotels, motels, and temporary accommodation",20
2021,"Prince Edward Island","11","0 to 14","other service collective",0
2021,"Prince Edward Island","11","0 to 14","religious establishments",20
2021,"Prince Edward Island","11","0 to 14","hutterite colonies",0
2021,"Prince Edward Island","11","0 to 14","other",0
2021,"Prince Edward Island","11","15 to 19","total",145
2021,"Prince Edward Island","11","15 to 19","health care and related",15
2021,"Prince Edward Island","11","15 to 19","hospitals",0
2021,"Prince Edward Island","11","15 to 19","nursing homes",0
2021,"Prince Edward Island","11","15 to 19","senior residences",0
2021,"Prince Edward Island","11","15 to 19","mix of nursing home and senior residences",0
2021,"Prince Edward Island","11","15 to 19","residential care facilities",15
2021,"Prince Edward Island","11","15 to 19","correctional facilities",0
2021,"Prince Edward Island","11","15 to 19","shelters",0
2021,"Prince Edward Island","11","15 to 19","service collective",15
2021,"Prince Edward Island","11","15 to 19","lodging and rooming houses",0
2021,"Prince Edward Island","11","15 to 19","hotels, motels, and temporary accommodation",10
2021,"Prince Edward Island","11","15 to 19","other service collective",0
2021,"Prince Edward Island","11","15 to 19","religious establishments",115
