"ref_date","geo","dguid","unit_type","value"
"2019-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",2150
"2019-04","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)","505","Room",610
"2019-04","Peterborough, Census metropolitan area (CMA)","529","Apartment - No bedroom",NA
"2019-04","Peterborough, Census metropolitan area (CMA)","529","Apartment - 1 bedroom",1090
"2019-04","Peterborough, Census metropolitan area (CMA)","529","Apartment - 2 bedrooms",1350
"2019-04","Peterborough, Census metropolitan area (CMA)","529","Apartment - 3 or more bedrooms",1640
"2019-04","Peterborough, Census metropolitan area (CMA)","529","Room",550
"2019-04","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - No bedroom",880
"2019-04","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 1 bedroom",1110
"2019-04","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 2 bedrooms",1330
"2019-04","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Apartment - 3 or more bedrooms",1590
"2019-04","St. Catharines - Niagara, Census metropolitan area (CMA)","539","Room",500
"2019-04","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - No bedroom",NA
"2019-04","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 1 bedroom",940
"2019-04","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 2 bedrooms",1230
"2019-04","Thunder Bay, Census metropolitan area (CMA)","595","Apartment - 3 or more bedrooms",NA
"2019-04","Thunder Bay, Census metropolitan area (CMA)","595","Room",500
"2019-04","Toronto, Census metropolitan area (CMA)","535","Apartment - No bedroom",1720
"2019-04","Toronto, Census metropolitan area (CMA)","535","Apartment - 1 bedroom",1980
"2019-04","Toronto, Census metropolitan area (CMA)","535","Apartment - 2 bedrooms",2550
"2019-04","Toronto, Census metropolitan area (CMA)","535","Apartment - 3 or more bedrooms",2860
"2019-04","Toronto, Census metropolitan area (CMA)","535","Room",730
"2019-04","Windsor, Census metropolitan area (CMA)","559","Apartment - No bedroom",780
"2019-04","Windsor, Census metropolitan area (CMA)","559","Apartment - 1 bedroom",970
"2019-04","Windsor, Census metropolitan area (CMA)","559","Apartment - 2 bedrooms",1220
"2019-04","Windsor, Census metropolitan area (CMA)","559","Apartment - 3 or more bedrooms",1430
"2019-04","Windsor, Census metropolitan area (CMA)","559","Room",440
"2019-04","Winnipeg, Census metropolitan area (CMA)","602","Apartment - No bedroom",770
"2019-04","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 1 bedroom",980
"2019-04","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 2 bedrooms",1250
"2019-04","Winnipeg, Census metropolitan area (CMA)","602","Apartment - 3 or more bedrooms",1470
"2019-04","Winnipeg, Census metropolitan area (CMA)","602","Room",500
"2019-04","Regina, Census metropolitan area (CMA)","705","Apartment - No bedroom",780
"2019-04","Regina, Census metropolitan area (CMA)","705","Apartment - 1 bedroom",900
"2019-04","Regina, Census metropolitan area (CMA)","705","Apartment - 2 bedrooms",1090
"2019-04","Regina, Census metropolitan area (CMA)","705","Apartment - 3 or more bedrooms",1410
"2019-04","Regina, Census metropolitan area (CMA)","705","Room",520
"2019-04","Saskatoon, Census metropolitan area (CMA)","725","Apartment - No bedroom",740
"2019-04","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 1 bedroom",920
"2019-04","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 2 bedrooms",1100
"2019-04","Saskatoon, Census metropolitan area (CMA)","725","Apartment - 3 or more bedrooms",1420
"2019-04","Saskatoon, Census metropolitan area (CMA)","725","Room",530
"2019-04","Calgary, Census metropolitan area (CMA)","825","Apartment - No bedroom",880
"2019-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 1 bedroom",1150
"2019-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 2 bedrooms",1360
"2019-04","Calgary, Census metropolitan area (CMA)","825","Apartment - 3 or more bedrooms",1510
"2019-04","Calgary, Census metropolitan area (CMA)","825","Room",560
"2019-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - No bedroom",860
"2019-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 1 bedroom",1030
"2019-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 2 bedrooms",1270
"2019-04","Edmonton, Census metropolitan area (CMA)","835","Apartment - 3 or more bedrooms",1480
"2019-04","Edmonton, Census metropolitan area (CMA)","835","Room",560
"2019-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - No bedroom",NA
"2019-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 1 bedroom",890
"2019-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 2 bedrooms",1070
"2019-04","Lethbridge, Census metropolitan area (CMA)","810","Apartment - 3 or more bedrooms",1290
"2019-04","Lethbridge, Census metropolitan area (CMA)","810","Room",530
"2019-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - No bedroom",NA
"2019-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 1 bedroom",890
"2019-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 2 bedrooms",1020
"2019-04","Red Deer, Census metropolitan area (CMA)","830","Apartment - 3 or more bedrooms",1220
"2019-04","Red Deer, Census metropolitan area (CMA)","830","Room",540
"2019-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - No bedroom",NA
"2019-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 1 bedroom",1170
"2019-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 2 bedrooms",1340
"2019-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Apartment - 3 or more bedrooms",NA
"2019-04","Abbotsford - Mission, Census metropolitan area (CMA)","932","Room",NA
"2019-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - No bedroom",NA
"2019-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 1 bedroom",1070
"2019-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 2 bedrooms",1250
"2019-04","Chilliwack, Census metropolitan area (CMA)","930","Apartment - 3 or more bedrooms",NA
"2019-04","Chilliwack, Census metropolitan area (CMA)","930","Room",NA
"2019-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - No bedroom",NA
"2019-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 1 bedroom",1070
"2019-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 2 bedrooms",1330
"2019-04","Kamloops, Census metropolitan area (CMA)","925","Apartment - 3 or more bedrooms",1700
"2019-04","Kamloops, Census metropolitan area (CMA)","925","Room",590
"2019-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - No bedroom",NA
"2019-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 1 bedroom",1330
"2019-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 2 bedrooms",1750
"2019-04","Kelowna, Census metropolitan area (CMA)","915","Apartment - 3 or more bedrooms",NA
"2019-04","Kelowna, Census metropolitan area (CMA)","915","Room",680
"2019-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - No bedroom",NA
"2019-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 1 bedroom",1080
"2019-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 2 bedrooms",1440
"2019-04","Nanaimo, Census metropolitan area (CMA)","938","Apartment - 3 or more bedrooms",NA
"2019-04","Nanaimo, Census metropolitan area (CMA)","938","Room",590
"2019-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - No bedroom",1680
"2019-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 1 bedroom",1900
"2019-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 2 bedrooms",2580
"2019-04","Vancouver, Census metropolitan area (CMA)","933","Apartment - 3 or more bedrooms",3670
"2019-04","Vancouver, Census metropolitan area (CMA)","933","Room",770
"2019-04","Victoria, Census metropolitan area (CMA)","935","Apartment - No bedroom",1180
"2019-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 1 bedroom",1500
"2019-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 2 bedrooms",1890
"2019-04","Victoria, Census metropolitan area (CMA)","935","Apartment - 3 or more bedrooms",2270
"2019-04","Victoria, Census metropolitan area (CMA)","935","Room",690
"2019-07","St. John's, Census metropolitan area (CMA)","001","Apartment - No bedroom",NA
"2019-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 1 bedroom",830
"2019-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 2 bedrooms",950
"2019-07","St. John's, Census metropolitan area (CMA)","001","Apartment - 3 or more bedrooms",1230
"2019-07","St. John's, Census metropolitan area (CMA)","001","Room",490
"2019-07","Halifax, Census metropolitan area (CMA)","205","Apartment - No bedroom",910
"2019-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 1 bedroom",1140
"2019-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 2 bedrooms",1410
"2019-07","Halifax, Census metropolitan area (CMA)","205","Apartment - 3 or more bedrooms",1620
"2019-07","Halifax, Census metropolitan area (CMA)","205","Room",610
"2019-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - No bedroom",NA
"2019-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 1 bedroom",810
"2019-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 2 bedrooms",1010
"2019-07","Fredericton, Census metropolitan area (CMA)","320","Apartment - 3 or more bedrooms",1340
"2019-07","Fredericton, Census metropolitan area (CMA)","320","Room",480
"2019-07","Moncton, Census metropolitan area (CMA)","305","Apartment - No bedroom",NA
"2019-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 1 bedroom",770
"2019-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 2 bedrooms",900
"2019-07","Moncton, Census metropolitan area (CMA)","305","Apartment - 3 or more bedrooms",1200
"2019-07","Moncton, Census metropolitan area (CMA)","305","Room",460
"2019-07","Saint John, Census metropolitan area (CMA)","310","Apartment - No bedroom",NA
"2019-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 1 bedroom",780
"2019-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 2 bedrooms",920
"2019-07","Saint John, Census metropolitan area (CMA)","310","Apartment - 3 or more bedrooms",1050
"2019-07","Saint John, Census metropolitan area (CMA)","310","Room",470
"2019-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - No bedroom",NA
"2019-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 1 bedroom",NA
"2019-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 2 bedrooms",650
"2019-07","Drummondville, Census metropolitan area (CMA)","447","Apartment - 3 or more bedrooms",NA
"2019-07","Drummondville, Census metropolitan area (CMA)","447","Room",360
"2019-07","Montréal, Census metropolitan area (CMA)","462","Apartment - No bedroom",900
"2019-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 1 bedroom",1100
"2019-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 2 bedrooms",1310
"2019-07","Montréal, Census metropolitan area (CMA)","462","Apartment - 3 or more bedrooms",1620
"2019-07","Montréal, Census metropolitan area (CMA)","462","Room",520
"2019-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - No bedroom",680
"2019-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 1 bedroom",900
"2019-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 2 bedrooms",1060
"2019-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Apartment - 3 or more bedrooms",1160
"2019-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","505","Room",520
"2019-07","Québec, Census metropolitan area (CMA)","421","Apartment - No bedroom",660
"2019-07","Québec, Census metropolitan area (CMA)","421","Apartment - 1 bedroom",780
"2019-07","Québec, Census metropolitan area (CMA)","421","Apartment - 2 bedrooms",870
"2019-07","Québec, Census metropolitan area (CMA)","421","Apartment - 3 or more bedrooms",NA
"2019-07","Québec, Census metropolitan area (CMA)","421","Room",390
"2019-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - No bedroom",NA
"2019-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 1 bedroom",NA
"2019-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 2 bedrooms",NA
"2019-07","Saguenay, Census metropolitan area (CMA)","408","Apartment - 3 or more bedrooms",NA
"2019-07","Saguenay, Census metropolitan area (CMA)","408","Room",350
"2019-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - No bedroom",480
"2019-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 1 bedroom",570
"2019-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 2 bedrooms",680
"2019-07","Sherbrooke, Census metropolitan area (CMA)","433","Apartment - 3 or more bedrooms",840
"2019-07","Sherbrooke, Census metropolitan area (CMA)","433","Room",340
"2019-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - No bedroom",NA
"2019-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 1 bedroom",480
"2019-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 2 bedrooms",NA
"2019-07","Trois-Rivières, Census metropolitan area (CMA)","442","Apartment - 3 or more bedrooms",NA
"2019-07","Trois-Rivières, Census metropolitan area (CMA)","442","Room",320
"2019-07","Barrie, Census metropolitan area (CMA)","568","Apartment - No bedroom",NA
"2019-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 1 bedroom",1290
"2019-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 2 bedrooms",1520
"2019-07","Barrie, Census metropolitan area (CMA)","568","Apartment - 3 or more bedrooms",1820
"2019-07","Barrie, Census metropolitan area (CMA)","568","Room",560
"2019-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - No bedroom",NA
"2019-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 1 bedroom",1070
"2019-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 2 bedrooms",1330
"2019-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Apartment - 3 or more bedrooms",NA
"2019-07","Belleville - Quinte West, Census metropolitan area (CMA)","522","Room",570
"2019-07","Brantford, Census metropolitan area (CMA)","543","Apartment - No bedroom",NA
"2019-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 1 bedroom",1150
"2019-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 2 bedrooms",1360
"2019-07","Brantford, Census metropolitan area (CMA)","543","Apartment - 3 or more bedrooms",1560
"2019-07","Brantford, Census metropolitan area (CMA)","543","Room",550
"2019-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - No bedroom",NA
"2019-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 1 bedroom",910
"2019-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 2 bedrooms",1180
"2019-07","Greater Sudbury, Census metropolitan area (CMA)","580","Apartment - 3 or more bedrooms",1480
"2019-07","Greater Sudbury, Census metropolitan area (CMA)","580","Room",540
"2019-07","Guelph, Census metropolitan area (CMA)","550","Apartment - No bedroom",NA
"2019-07","Guelph, Census metropolitan area (CMA)","550","Apartment - 1 bedroom",1310
"2019-07","Guelph, Census metropolitan area (CMA)","550","Apartment - 2 bedrooms",1570
