"dguid","var","1per","2per","3per","4per","5per"
5933807,"mbm",23390,33080,40520,46780,52300
5933807,"living_income",38880,54990,67340,77760,86940
5933880,"mbm",25030,35400,43350,50060,55970
5933880,"living_income",43180,61060,74780,86350,96550
5935010,"mbm",29200,41300,50580,58410,65300
5935010,"living_income",51540,72890,89270,103080,115250
5935012,"mbm",25740,36410,44590,51480,57560
5935012,"living_income",45030,63680,77990,90060,100680
5935016,"mbm",28390,40160,49180,56790,63490
5935016,"living_income",50230,71040,87010,100470,112330
5935018,"mbm",25610,36210,44350,51210,57260
5935018,"living_income",44440,62840,76970,88870,99360
5935020,"mbm",26550,37550,45990,53110,59380
5935020,"living_income",46390,65600,80340,92770,103720
5935029,"mbm",28650,40520,49630,57300,64070
5935029,"living_income",50750,71780,87910,101510,113490
5935801,"mbm",24370,34460,42200,48730,54490
5935801,"living_income",41460,58630,71800,82910,92700
5935802,"mbm",26110,36920,45220,52220,58380
5935802,"living_income",44940,63560,77840,89890,100500
5935803,"mbm",25800,36490,44690,51610,57700
5935803,"living_income",45000,63640,77950,90000,100630
5937005,"mbm",31560,44640,54670,63130,70580
5937005,"living_income",54460,77020,94340,108930,121790
5937010,"mbm",28120,39760,48700,56230,62870
5937010,"living_income",48720,68900,84380,97430,108940
5937014,"mbm",31770,44930,55030,63540,71040
5937014,"living_income",54710,77370,94750,109410,122330
5937017,"mbm",27880,39430,48290,55770,62350
5937017,"living_income",47430,67070,82150,94860,106050
5937021,"mbm",29150,41230,50490,58310,65190
5937021,"living_income",50640,71620,87720,101290,113240
5937022,"mbm",29140,41210,50470,58280,65160
5937022,"living_income",49690,70270,86060,99380,111110
5937023,"mbm",34550,48860,59840,69090,77250
5937023,"living_income",58740,83070,101750,117490,131350
5937024,"mbm",29870,42250,51740,59750,66800
5937024,"living_income",51430,72730,89070,102850,114990
5937028,"mbm",30470,43090,52770,60940,68130
5937028,"living_income",52330,74000,90630,104660,117010
5937033,"mbm",32320,45710,55980,64640,72270
5937033,"living_income",54940,77700,95160,109880,122850
5937041,"mbm",30960,43780,53620,61910,69220
5937041,"living_income",53030,74990,91850,106060,118570
5937801,"mbm",26110,36930,45230,52220,58390
5937801,"living_income",43030,60850,74520,86050,96210
5937803,"mbm",26940,38110,46670,53890,60250
5937803,"living_income",43660,61740,75620,87320,97620
5939007,"mbm",27010,38190,46780,54010,60390
5939007,"living_income",47440,67080,82160,94870,106070
5939011,"mbm",25860,36580,44800,51730,57830
5939011,"living_income",45130,63820,78170,90260,100910
5939019,"mbm",27060,38260,46860,54110,60500
5939019,"living_income",47670,67420,82570,95350,106600
5939032,"mbm",26460,37430,45840,52930,59170
5939032,"living_income",46120,65220,79880,92240,103130
5939037,"mbm",24660,34870,42710,49320,55140
5939037,"living_income",42550,60180,73710,85110,95150
5939039,"mbm",26610,37630,46090,53220,59500
5939039,"living_income",46260,65430,80130,92530,103450
5939043,"mbm",27310,38620,47300,54620,61070
5939043,"living_income",47250,66820,81840,94500,105650
5939044,"mbm",24390,34490,42240,48770,54530
5939044,"living_income",41790,59100,72390,83580,93450
5939045,"mbm",27950,39520,48410,55890,62490
5939045,"living_income",48770,68970,84470,97540,109050
5941005,"mbm",27040,38240,46830,54070,60460
5941005,"living_income",46460,65710,80480,92930,103900
5941009,"mbm",26030,36810,45090,52060,58210
5941009,"living_income",45300,64070,78470,90610,101300
5941010,"mbm",24710,34940,42790,49410,55250
5941010,"living_income",42910,60680,74320,85820,95950
5941012,"mbm",22790,32230,39480,45580,50960
5941012,"living_income",39230,55490,67960,78470,87730
5941013,"mbm",25810,36510,44710,51630,57720
5941013,"living_income",44630,63120,77300,89260,99790
5941014,"mbm",24320,34400,42130,48650,54390
5941014,"living_income",42010,59410,72760,84020,93930
5941015,"mbm",25020,35380,43340,50040,55950
5941015,"living_income",43110,60970,74670,86220,96400
5941016,"mbm",25060,35450,43410,50130,56050
5941016,"living_income",42730,60430,74010,85460,95550
5941017,"mbm",24700,34930,42780,49400,55240
5941017,"living_income",42240,59730,73160,84480,94450
5941019,"mbm",24660,34880,42710,49320,55140
5941019,"living_income",42680,60360,73930,85360,95440
5941021,"mbm",24390,34490,42240,48780,54540
5941021,"living_income",42140,59590,72980,84270,94220
5941026,"mbm",24500,34650,42440,49010,54790
5941026,"living_income",42140,59590,72980,84270,94220
5941027,"mbm",24700,34930,42780,49390,55220
5941027,"living_income",42470,60070,73570,84950,94970
5941041,"mbm",21540,30460,37310,43080,48170
5941041,"living_income",35740,50550,61910,71480,79920
5943012,"mbm",25150,35560,43550,50290,56230
5943012,"living_income",43770,61900,75820,87550,97880
5943023,"mbm",26370,37290,45680,52740,58970
5943023,"living_income",45780,64750,79300,91570,102380
5945801,"mbm",21840,30880,37820,43670,48830
5945801,"living_income",36580,51740,63360,73170,81800
5945802,"mbm",22260,31480,38560,44520,49780
5945802,"living_income",36800,52050,63750,73610,82300
5947012,"mbm",25590,36200,44330,51190,57230
5947012,"living_income",44780,63330,77570,89570,100140
5947023,"mbm",25320,35810,43850,50640,56620
5947023,"living_income",43660,61740,75620,87310,97620
5947026,"mbm",27160,38410,47050,54320,60740
5947026,"living_income",47220,66780,81790,94450,105590
5947032,"mbm",24350,34430,42170,48690,54440
5947032,"living_income",41810,59130,72420,83630,93500
5949005,"mbm",24510,34660,42450,49020,54800
5949005,"living_income",42750,60460,74050,85510,95600
5949011,"mbm",26130,36950,45250,52260,58420
5949011,"living_income",45760,64710,79250,91510,102310
5949013,"mbm",25140,35550,43550,50280,56220
5949013,"living_income",43920,62110,76070,87840,98210
5949018,"mbm",25520,36090,44200,51040,57070
5949018,"living_income",44480,62900,77030,88950,99450
5949024,"mbm",26110,36930,45230,52230,58390
5949024,"living_income",45210,63930,78300,90420,101090
5949028,"mbm",24250,34290,42000,48500,54220
5949028,"living_income",41440,58610,71780,82880,92670
5949035,"mbm",20280,28670,35120,40550,45340
5949035,"living_income",34070,48180,59010,68140,76180
5949803,"mbm",19380,27410,33570,38760,43340
5949803,"living_income",31950,45190,55340,63900,71450
5949832,"mbm",19470,27530,33720,38940,43540
5949832,"living_income",31750,44900,54990,63500,71000
5951007,"mbm",25690,36340,44500,51390,57450
5951007,"living_income",44900,63500,77770,89800,100400
5951009,"mbm",24780,35040,42910,49550,55400
5951009,"living_income",42700,60390,73960,85400,95480
5951013,"mbm",22620,32000,39190,45250,50590
5951013,"living_income",38880,54980,67330,77750,86930
5951017,"mbm",22650,32040,39240,45310,50660
5951017,"living_income",38610,54600,66880,77220,86340
5951019,"mbm",24850,35140,43030,49690,55560
5951019,"living_income",43200,61090,74820,86400,96600
5951022,"mbm",24470,34600,42380,48930,54710
5951022,"living_income",42200,59680,73090,84400,94360
5951028,"mbm",22050,31180,38190,44100,49310
5951028,"living_income",37780,53420,65430,75550,84470
5951031,"mbm",23390,33080,40510,46780,52300
5951031,"living_income",40160,56790,69550,80310,89790
5951034,"mbm",25130,35540,43530,50270,56200
5951034,"living_income",43690,61790,75680,87380,97700
5951038,"mbm",27710,39190,48000,55420,61970
5951038,"living_income",49030,69350,84930,98070,109650
5951043,"mbm",26390,37330,45720,52790,59020
5951043,"living_income",46190,65330,80010,92390,103290
5951051,"mbm",23350,33020,40440,46690,52210
5951051,"living_income",40400,57140,69980,80800,90340
5951803,"mbm",20540,29050,35580,41080,45930
5951803,"living_income",34220,48390,59270,68440,76520
5953007,"mbm",29150,41220,50480,58290,65180
5953007,"living_income",49410,69880,85590,98830,110490
5953019,"mbm",25910,36650,44890,51830,57950
5953019,"living_income",43320,61260,75030,86630,96860
5953023,"mbm",28540,40370,49440,57080,63820
5953023,"living_income",49400,69870,85570,98810,110470
5953033,"mbm",25240,35700,43720,50490,56450
5953033,"living_income",42910,60680,74320,85820,95950
5953038,"mbm",25540,36120,44240,51080,57110
5953038,"living_income",44040,62290,76290,88090,98490
5953042,"mbm",26220,37080,45420,52440,58630
5953042,"living_income",45560,64430,78910,91110,101870
5953044,"mbm",25450,35990,44080,50900,56910
5953044,"living_income",43810,61960,75890,87620,97970
5955003,"mbm",22950,32460,39760,45910,51330
5955003,"living_income",39670,56100,68710,79340,88700
5955010,"mbm",24780,35050,42920,49560,55410
5955010,"living_income",43310,61240,75010,86610,96830
5955014,"mbm",27650,39100,47890,55300,61830
5955014,"living_income",48590,68720,84160,97180,108650
5955021,"mbm",25190,35620,43630,50370,56320
5955021,"living_income",44070,62320,76320,88130,98530
5955023,"mbm",23430,33130,40580,46860,52390
5955023,"living_income",40620,57440,70350,81230,90820
5955025,"mbm",23620,33410,40920,47250,52820
5955025,"living_income",40660,57500,70430,81320,90920
5955030,"mbm",25860,36580,44800,51730,57830
5955030,"living_income",45450,64270,78710,90890,101620
5955034,"mbm",26900,38040,46590,53790,60140
5955034,"living_income",47440,67100,82180,94890,106090
5955040,"mbm",25170,35590,43590,50330,56270
5955040,"living_income",43930,62120,76080,87850,98220
5955042,"mbm",24430,34540,42310,48850,54620
5955042,"living_income",42810,60550,74150,85620,95730
5959007,"mbm",25740,36400,44580,51470,57550
5959007,"living_income",44880,63470,77730,89760,100360
1001113,"mbm",27520,38920,47670,55040,61540
1001113,"living_income",48650,68810,84270,97310,108790
1001124,"mbm",26110,36930,45230,52230,58390
1001124,"living_income",46890,66310,81220,93780,104850
1001126,"mbm",26670,37720,46190,53340,59630
1001126,"living_income",47590,67300,82420,95170,106400
1001131,"mbm",26640,37680,46150,53290,59580
1001131,"living_income",47550,67250,82360,95110,106330
1001136,"mbm",27100,38320,46930,54190,60590
1001136,"living_income",48120,68050,83340,96240,107600
1001149,"mbm",26960,38130,46700,53920,60290
1001149,"living_income",47950,67810,83060,95900,107220
1001155,"mbm",26960,38130,46700,53920,60290
1001155,"living_income",47950,67810,83060,95900,107220
1001169,"mbm",28140,39790,48740,56270,62920
1001169,"living_income",49420,69900,85610,98850,110520
1001197,"mbm",27330,38650,47330,54660,61110
1001197,"living_income",48410,68460,83850,96820,108250
1001203,"mbm",26440,37390,45790,52880,59120
1001203,"living_income",47300,66890,81920,94590,105760
1001228,"mbm",27330,38650,47330,54660,61110
1001228,"living_income",48410,68460,83850,96820,108250
1001234,"mbm",26720,37790,46280,53440,59750
1001234,"living_income",47650,67390,82530,95300,106550
1001259,"mbm",27210,38480,47120,54410,60840
1001259,"living_income",48260,68250,83590,96520,107910
1001267,"mbm",26560,37570,46010,53130,59400
1001267,"living_income",47450,67110,82190,94910,106110
1001277,"mbm",26790,37890,46400,53580,59900
1001277,"living_income",47740,67510,82680,95470,106740
1001285,"mbm",26770,37850,46360,53530,59850
1001285,"living_income",47710,67470,82630,95410,106680
1001289,"mbm",26940,38090,46650,53870,60230
1001289,"living_income",47920,67770,83000,95840,107150
1001293,"mbm",26420,37360,45750,52830,59070
1001293,"living_income",47270,66850,81870,94530,105690
1001298,"mbm",26390,37320,45710,52780,59010
1001298,"living_income",47240,66800,81820,94470,105630
1001312,"mbm",27360,38690,47390,54720,61170
1001312,"living_income",48450,68520,83910,96900,108330
1001335,"mbm",27330,38650,47330,54660,61110
1001335,"living_income",48410,68460,83850,96820,108250
1001339,"mbm",27390,38740,47440,54780,61250
1001339,"living_income",48490,68570,83980,96980,108420
1001343,"mbm",26260,37130,45480,52520,58720
1001343,"living_income",47070,66570,81530,94140,105250
1001347,"mbm",26910,38060,46610,53820,60170
1001347,"living_income",47890,67720,82940,95770,107080
1001352,"mbm",27360,38690,47390,54720,61170
1001352,"living_income",48450,68520,83910,96900,108330
1001357,"mbm",27100,38320,46930,54190,60590
1001357,"living_income",48120,68050,83340,96240,107600
1001361,"mbm",26860,37990,46520,53720,60060
1001361,"living_income",47830,67640,82840,95650,106940
1001394,"mbm",26940,38090,46650,53870,60230
1001394,"living_income",47920,67770,83000,95840,107150
1001415,"mbm",26640,37680,46150,53290,59580
1001415,"living_income",47550,67250,82360,95110,106330
1001421,"mbm",26200,37050,45370,52390,58580
1001421,"living_income",46990,66460,81390,93980,105080
1001426,"mbm",26440,37390,45790,52880,59120
1001426,"living_income",47300,66890,81920,94590,105760
1001437,"mbm",26860,37990,46520,53720,60060
1001437,"living_income",47830,67640,82840,95650,106940
1001441,"mbm",26590,37600,46050,53180,59460
1001441,"living_income",47490,67150,82250,94970,106180
1001452,"mbm",26540,37530,45970,53080,59340
1001452,"living_income",47420,67060,82140,94840,106040
1001456,"mbm",26370,37290,45670,52740,58960
1001456,"living_income",47210,66760,81770,94420,105560
1001461,"mbm",26560,37570,46010,53130,59400
1001461,"living_income",47450,67110,82190,94910,106110
1001469,"mbm",26060,36850,45130,52120,58270
1001469,"living_income",46820,66210,81090,93640,104690
1001490,"mbm",29210,41300,50580,58410,65300
1001490,"living_income",50760,71790,87920,101520,113510
1001507,"mbm",25120,35520,43500,50230,56160
1001507,"living_income",45640,64540,79050,91280,102050
1001512,"mbm",25780,36460,44660,51570,57660
1001512,"living_income",46480,65730,80500,92950,103930
1001551,"mbm",25750,36420,44610,51510,57590
1001551,"living_income",46440,65680,80440,92880,103840
1001559,"mbm",25350,35840,43900,50690,56670
1001559,"living_income",45930,64950,79550,91850,102700
1002001,"mbm",24560,34730,42530,49110,54910
1002001,"living_income",44120,62400,76420,88250,98660
1002002,"mbm",23620,33400,40910,47240,52820
1002002,"living_income",42950,60740,74390,85900,96040
1002008,"mbm",24050,34010,41660,48100,53780
1002008,"living_income",43490,61500,75330,86980,97250
1002011,"mbm",23930,33840,41450,47860,53510
1002011,"living_income",43340,61290,75070,86680,96920
1002014,"mbm",25320,35810,43850,50640,56610
1002014,"living_income",45080,63750,78080,90160,100800
1002021,"mbm",23740,33570,41110,47470,53080
1002021,"living_income",43100,60950,74650,86190,96370
1002023,"mbm",23410,33110,40550,46820,52350
1002023,"living_income",42690,60370,73940,85380,95460
1002036,"mbm",24050,34010,41660,48100,53780
1002036,"living_income",43490,61500,75330,86980,97250
1002041,"mbm",24750,35000,42870,49500,55340
1002041,"living_income",44370,62740,76840,88730,99210
1002048,"mbm",24720,34960,42820,49440,55280
1002048,"living_income",44330,62690,76780,88660,99130
1003003,"mbm",21460,30350,37170,42920,47980
1003003,"living_income",39990,56550,69260,79980,89420
1003004,"mbm",22110,31270,38300,44220,49440
1003004,"living_income",40810,57710,70680,81610,91250
1003011,"mbm",21530,30450,37300,43070,48150
1003011,"living_income",40080,56690,69430,80170,89630
1003018,"mbm",21620,30570,37450,43240,48340
1003018,"living_income",40190,56840,69620,80380,89870
1003019,"mbm",21890,30960,37920,43790,48950
1003019,"living_income",40530,57320,70210,81070,90640
1003028,"mbm",21980,31080,38070,43960,49150
1003028,"living_income",40640,57480,70400,81290,90880
1003032,"mbm",21770,30790,37710,43550,48690
1003032,"living_income",40390,57120,69950,80770,90310
1003801,"mbm",21310,30140,36910,42620,47650
1003801,"living_income",39810,56300,68950,79610,89010
1004001,"mbm",26130,36960,45260,52260,58430
1004001,"living_income",46590,65890,80700,93190,104190
1004011,"mbm",27520,38920,47660,55040,61530
1004011,"living_income",48330,68350,83710,96660,108070
1004021,"mbm",26100,36920,45210,52210,58370
1004021,"living_income",46560,65840,80640,93120,104110
1004033,"mbm",27000,38190,46770,54000,60380
1004033,"living_income",47680,67430,82590,95370,106620
1004037,"mbm",26840,37950,46480,53670,60010
1004037,"living_income",47480,67140,82230,94950,106160
1004042,"mbm",26340,37250,45630,52690,58900
1004042,"living_income",46860,66270,81160,93720,104780
1005003,"mbm",26910,38060,46610,53820,60170
1005003,"living_income",47860,67690,82900,95730,107020
1005008,"mbm",26360,37280,45660,52730,58950
1005008,"living_income",47180,66720,81710,94360,105490
1005009,"mbm",25940,36680,44920,51870,57990
1005009,"living_income",46640,65960,80780,93280,104290
1005010,"mbm",25010,35380,43330,50030,55930
1005010,"living_income",45490,64330,78790,90970,101710
1005011,"mbm",24980,35320,43260,49950,55850
1005011,"living_income",45440,64260,78700,90880,101600
1005015,"mbm",25940,36680,44920,51870,57990
1005015,"living_income",46640,65960,80780,93280,104290
1005016,"mbm",25360,35860,43920,50720,56700
1005016,"living_income",45920,64940,79530,91840,102680
1005022,"mbm",26090,36900,45190,52180,58340
1005022,"living_income",46840,66240,81120,93670,104730
1005023,"mbm",26740,37810,46310,53470,59780
1005023,"living_income",47640,67380,82520,95290,106540
1005024,"mbm",26500,37480,45910,53010,59260
1005024,"living_income",47350,66970,82020,94710,105880
1005025,"mbm",25720,36370,44550,51440,57510
1005025,"living_income",46370,65580,80320,92740,103690
1005030,"mbm",25870,36590,44810,51750,57850
1005030,"living_income",46560,65850,80650,93130,104120
1005033,"mbm",25540,36110,44230,51070,57100
1005033,"living_income",46140,65250,79920,92280,103170
1006001,"mbm",26000,36780,45040,52010,58150
1006001,"living_income",46750,66110,80970,93490,104530
1006003,"mbm",26750,37830,46340,53510,59820
1006003,"living_income",47680,67440,82590,95370,106630
1006011,"mbm",25780,36460,44660,51570,57660
1006011,"living_income",46470,65720,80490,92940,103910
1006012,"mbm",26070,36870,45160,52140,58300
1006012,"living_income",46830,66230,81110,93660,104710
1006014,"mbm",26360,37280,45660,52730,58950
1006014,"living_income",47200,66750,81750,94390,105530
1006026,"mbm",26140,36970,45280,52280,58450
1006026,"living_income",46920,66350,81260,93830,104910
1006031,"mbm",27150,38390,47020,54300,60710
1006031,"living_income",48180,68140,83450,96360,107730
1007014,"mbm",26530,37520,45950,53060,59320
1007014,"living_income",46540,65820,80610,93080,104070
1007016,"mbm",26120,36940,45240,52240,58400
1007016,"living_income",46020,65090,79720,92050,102910
1007020,"mbm",26360,37280,45660,52720,58940
1007020,"living_income",46330,65520,80240,92650,103590
1007024,"mbm",27330,38650,47340,54660,61120
1007024,"living_income",47550,67240,82350,95090,106310
1007032,"mbm",26280,37160,45510,52550,58760
1007032,"living_income",46220,65370,80060,92450,103360
1007036,"mbm",25900,36630,44860,51800,57910
1007036,"living_income",45750,64700,79240,91500,102300
1007037,"mbm",25790,36480,44680,51590,57680
1007037,"living_income",45620,64520,79020,91240,102010
1007038,"mbm",26120,36940,45240,52240,58400
1007038,"living_income",46020,65090,79720,92050,102910
1007042,"mbm",26320,37220,45580,52640,58850
1007042,"living_income",46280,65440,80150,92550,103470
1007049,"mbm",26860,37980,46520,53710,60050
1007049,"living_income",46950,66400,81320,93900,104980
1007050,"mbm",26530,37520,45950,53060,59320
1007050,"living_income",46540,65820,80610,93080,104070
1007057,"mbm",26530,37520,45950,53060,59320
1007057,"living_income",46540,65820,80610,93080,104070
1008004,"mbm",22760,32190,39430,45520,50900
1008004,"living_income",41700,58970,72220,83400,93240
1008006,"mbm",23390,33080,40510,46780,52300
1008006,"living_income",42480,60080,73580,84960,94990
1008011,"mbm",23950,33860,41480,47890,53550
1008011,"living_income",43180,61070,74790,86360,96560
1008033,"mbm",23620,33410,40910,47240,52820
1008033,"living_income",42770,60490,74090,85550,95640
1008036,"mbm",24040,34000,41640,48080,53750
1008036,"living_income",43300,61230,74990,86590,96810
1008037,"mbm",23290,32930,40330,46570,52070
1008037,"living_income",42350,59900,73360,84710,94700
1008038,"mbm",23350,33020,40440,46700,52210
1008038,"living_income",42430,60010,73490,84860,94880
1008042,"mbm",23410,33110,40550,46820,52350
1008042,"living_income",42510,60120,73630,85020,95050
1008043,"mbm",23460,33170,40630,46910,52450
1008043,"living_income",42570,60200,73730,85130,95180
1008046,"mbm",24270,34320,42040,48540,54270
1008046,"living_income",43590,61640,75500,87180,97470
1008048,"mbm",23370,33050,40470,46730,52250
1008048,"living_income",42460,60040,73540,84910,94930
1008049,"mbm",23570,33340,40830,47140,52710
1008049,"living_income",42710,60400,73980,85420,95510
1008053,"mbm",23330,32990,40400,46650,52160
1008053,"living_income",42400,59970,73450,84810,94820
1008058,"mbm",23310,32960,40370,46610,52120
1008058,"living_income",42380,59930,73400,84760,94760
1008059,"mbm",24010,33950,41580,48010,53680
1008059,"living_income",43260,61170,74920,86510,96720
1008060,"mbm",23480,33200,40660,46950,52500
1008060,"living_income",42590,60240,73770,85190,95240
1008067,"mbm",23230,32850,40230,46450,51940
1008067,"living_income",42280,59790,73230,84560,94540
1008069,"mbm",22810,32260,39510,45630,51010
1008069,"living_income",41760,59060,72330,83530,93380
1008071,"mbm",22650,32030,39230,45300,50640
1008071,"living_income",41550,58770,71980,83110,92920
1008072,"mbm",22810,32260,39510,45630,51010
1008072,"living_income",41760,59060,72330,83530,93380
1008076,"mbm",22850,32320,39580,45700,51100
1008076,"living_income",41810,59130,72410,83620,93490
1008091,"mbm",23480,33200,40660,46950,52500
1008091,"living_income",42590,60240,73770,85190,95240
1009004,"mbm",24430,34550,42310,48860,54630
1009004,"living_income",43780,61910,75830,87560,97890
1009007,"mbm",23680,33490,41020,47360,52960
1009007,"living_income",42840,60590,74210,85690,95800
1009010,"mbm",24050,34010,41650,48090,53770
1009010,"living_income",43300,61240,75000,86600,96820
1009012,"mbm",23220,32840,40220,46440,51930
1009012,"living_income",42270,59770,73210,84530,94510
1009013,"mbm",23370,33050,40480,46750,52260
1009013,"living_income",42460,60040,73540,84910,94930
1009016,"mbm",23280,32930,40330,46570,52070
1009016,"living_income",42350,59890,73340,84690,94690
1009017,"mbm",24050,34010,41650,48090,53770
1009017,"living_income",43300,61240,75000,86600,96820
1009018,"mbm",23640,33430,40940,47280,52860
1009018,"living_income",42790,60510,74120,85580,95680
1009019,"mbm",23080,32650,39980,46170,51620
1009019,"living_income",42090,59530,72910,84190,94130
1009021,"mbm",23510,33250,40730,47030,52580
1009021,"living_income",42630,60290,73840,85270,95330
1009022,"mbm",23770,33620,41180,47550,53160
1009022,"living_income",42960,60750,74400,85920,96060
1009031,"mbm",23890,33790,41380,47780,53420
1009031,"living_income",43110,60960,74660,86210,96390
1009032,"mbm",23260,32900,40290,46530,52020
1009032,"living_income",42320,59850,73300,84640,94630
1010005,"mbm",23210,32820,40190,46410,51890
1010005,"living_income",42360,59910,73370,84720,94720
1010009,"mbm",23290,32930,40340,46580,52070
1010009,"living_income",42460,60050,73550,84930,94950
1010011,"mbm",22870,32340,39610,45740,51130
1010011,"living_income",41940,59310,72640,83880,93780
1010012,"mbm",23550,33310,40790,47110,52670
1010012,"living_income",42800,60520,74120,85590,95690
1010013,"mbm",23000,32520,39830,45990,51420
1010013,"living_income",42100,59540,72920,84200,94140
1010029,"mbm",21900,30970,37930,43800,48970
1010029,"living_income",40730,57600,70540,81460,91070
1010801,"mbm",22570,31920,39090,45140,50470
1010801,"living_income",41560,58780,71990,83130,92940
1010802,"mbm",23030,32560,39880,46050,51490
1010802,"living_income",42140,59590,72980,84270,94220
1011010,"mbm",21250,30050,36800,42500,47510
1011010,"living_income",39130,55330,67770,78260,87490
1011020,"mbm",21020,29730,36420,42050,47010
1011020,"living_income",38850,54940,67290,77690,86860
1101002,"mbm",26830,37950,46480,53670,60000
1101002,"living_income",41440,58600,71770,82870,92650
1101003,"mbm",26310,37210,45580,52630,58840
1101003,"living_income",40930,57880,70890,81860,91520
1101004,"mbm",27260,38550,47210,54520,60950
1101004,"living_income",41850,59180,72480,83700,93580
1101005,"mbm",26140,36960,45270,52270,58440
1101005,"living_income",40750,57630,70580,81500,91120
1101027,"mbm",26870,38000,46540,53740,60080
1101027,"living_income",41470,58650,71830,82940,92730
1101033,"mbm",25450,36000,44080,50900,56910
1101033,"living_income",40090,56690,69430,80170,89630
1101037,"mbm",26910,38060,46610,53820,60170
1101037,"living_income",41510,58700,71890,83020,92810
1101040,"mbm",25940,36680,44930,51880,58000
1101040,"living_income",40560,57360,70250,81120,90700
1101048,"mbm",26100,36910,45210,52200,58360
1101048,"living_income",40720,57590,70530,81440,91050
1101052,"mbm",25500,36070,44170,51010,57030
1101052,"living_income",40130,56760,69520,80270,89740
1102013,"mbm",25830,36530,44740,51670,57760
1102013,"living_income",41420,58570,71740,82830,92610
1102015,"mbm",26030,36810,45080,52060,58200
1102015,"living_income",41610,58840,72070,83220,93040
1102016,"mbm",26000,36770,45030,52000,58130
1102016,"living_income",41580,58800,72020,83160,92970
1102018,"mbm",26060,36850,45130,52120,58270
1102018,"living_income",41640,58880,72120,83270,93100
1102019,"mbm",26060,36850,45130,52120,58270
1102019,"living_income",41640,58880,72120,83270,93100
1102021,"mbm",25710,36360,44540,51430,57500
1102021,"living_income",41300,58410,71530,82600,92350
1102022,"mbm",25470,36020,44110,50940,56950
1102022,"living_income",41060,58070,71120,82120,91820
1102034,"mbm",26980,38160,46730,53960,60330
1102034,"living_income",42540,60160,73680,85080,95120
1102037,"mbm",26000,36770,45030,52000,58130
1102037,"living_income",41580,58800,72020,83160,92970
1102043,"mbm",26580,37590,46040,53170,59440
1102043,"living_income",42150,59610,73000,84300,94250
1102045,"mbm",26060,36850,45130,52120,58270
1102045,"living_income",41640,58880,72120,83270,93100
1102055,"mbm",25890,36610,44830,51770,57880
1102055,"living_income",41470,58650,71830,82940,92730
1102061,"mbm",25860,36570,44790,51720,57820
1102061,"living_income",41440,58610,71780,82890,92670
1102066,"mbm",25780,36460,44660,51560,57650
1102066,"living_income",41370,58500,71650,82740,92500
1102069,"mbm",25810,36500,44700,51620,57710
1102069,"living_income",41390,58540,71700,82790,92560
1102070,"mbm",25600,36210,44340,51210,57250
1102070,"living_income",41190,58260,71350,82390,92110
1103002,"mbm",24670,34880,42720,49330,55160
1103002,"living_income",39750,56210,68850,79500,88880
1103003,"mbm",24840,35130,43020,49670,55540
1103003,"living_income",39910,56450,69130,79830,89250
1103004,"mbm",25030,35400,43360,50060,55970
1103004,"living_income",40100,56710,69460,80210,89670
1103005,"mbm",25230,35690,43710,50470,56430
1103005,"living_income",40300,57000,69810,80600,90120
1103007,"mbm",24760,35010,42880,49510,55360
1103007,"living_income",39830,56330,68990,79670,89070
1103015,"mbm",25170,35600,43600,50340,56280
1103015,"living_income",40240,56910,69700,80480,89980
1103020,"mbm",24820,35100,42990,49640,55500
1103020,"living_income",39900,56420,69100,79790,89210
1103021,"mbm",24840,35130,43020,49670,55540
1103021,"living_income",39910,56450,69130,79830,89250
1103024,"mbm",24760,35010,42880,49510,55360
1103024,"living_income",39830,56330,68990,79670,89070
1103027,"mbm",25070,35450,43420,50140,56060
1103027,"living_income",40140,56770,69530,80280,89760
1103029,"mbm",25990,36750,45020,51980,58110
1103029,"living_income",41040,58040,71080,82080,91770
1103039,"mbm",25300,35780,43820,50600,56580
1103039,"living_income",40370,57090,69920,80740,90260
1103040,"mbm",25010,35370,43320,50020,55930
1103040,"living_income",40080,56690,69430,80170,89630
1103053,"mbm",24500,34650,42440,49010,54790
1103053,"living_income",39590,55990,68570,79180,88520
1103061,"mbm",24640,34840,42670,49280,55090
1103061,"living_income",39720,56170,68800,79440,88820
1201009,"mbm",23980,33910,41530,47950,53610
1201009,"living_income",45790,64760,79320,91590,102400
1205008,"mbm",22570,31920,39090,45140,50460
1205008,"living_income",45400,64210,78640,90800,101520
1207002,"mbm",25460,36010,44100,50930,56940
1207002,"living_income",49830,70470,86310,99660,111420
1210003,"mbm",27590,39020,47790,55180,61700
1210003,"living_income",52160,73770,90350,104320,116640
1212019,"mbm",25000,35350,43300,49990,55890
1212019,"living_income",48490,68580,83990,96980,108430
1213008,"mbm",22980,32490,39800,45950,51380
1213008,"living_income",44230,62550,76610,88470,98910
1214010,"mbm",27070,38280,46890,54140,60530
1214010,"living_income",50730,71740,87860,101450,113430
1215008,"mbm",23540,33290,40770,47080,52630
1215008,"living_income",45400,64210,78640,90810,101520
1216014,"mbm",24420,34540,42300,48840,54610
1216014,"living_income",46760,66130,80990,93520,104560
1218003,"mbm",23740,33570,41110,47470,53070
1218003,"living_income",45690,64610,79140,91380,102160
3507017,"mbm",25760,36430,44610,51510,57590
3507017,"living_income",41630,58870,72110,83260,93090
3507033,"mbm",27030,38230,46820,54060,60450
3507033,"living_income",43880,62060,76010,87770,98130
